entity_id,num_source_files,source_files,company_name,cik,source_record_id,address_street,address_city,address_state,address_zip,address_country,source_name,website_url,contact_name,contact_email,phone,notes,company_status,stage,one_liner
ENT-000100,1,env_labs_standardized.csv,Analytical Services Corporation,,TNI00270,,Niceville,Florida,,,env_labs,,,,,,,,
ENT-000101,1,env_labs_standardized.csv,"Analytical Services, Inc.",,TNI00273,,Williston,Vermont,,,env_labs,,,,,,,,
ENT-000102,1,env_labs_standardized.csv,"Anatek Labs, Inc.",,TNI00274,,Moscow,Idaho,,,env_labs,,,,,,,,
ENT-000103,1,env_labs_standardized.csv,"Anatek Labs, Inc. - Spokane",,TNI02364,,Spokane,Washington,,,env_labs,,,,,,,,
ENT-000104,1,env_labs_standardized.csv,"Anatek Labs, Inc. - Yakima",,TNI02783,,Yakima,Washington,,,env_labs,,,,,,,,
ENT-000105,1,env_labs_standardized.csv,Angelina and Neches River Authority Environmental Laboratory,,TNI00077,,Lufkin,Texas,,,env_labs,,,,,,,,
ENT-000106,1,env_labs_standardized.csv,"Apex Laboratories, LLC",,TNI02169,,Tigard,Oregon,,,env_labs,,,,,,,,
ENT-000107,1,env_labs_standardized.csv,"AQUA CHECK LABORATORIES, INC",,TNI01723,,STONE RIDGE,New York,,,env_labs,,,,,,,,
ENT-000108,1,env_labs_standardized.csv,"Aqua Pure Water & Sewage Service, LLC",,TNI00275,,Ocala,Florida,,,env_labs,,,,,,,,
ENT-000109,1,env_labs_standardized.csv,Aqua Water Supply Corporation,,TNI00092,,Bastrop,Texas,,,env_labs,,,,,,,,
ENT-000110,1,env_labs_standardized.csv,"Aqua-Tech Laboratories, Inc.",,TNI00148,,Bryan,Texas,,,env_labs,,,,,,,,
ENT-000111,1,env_labs_standardized.csv,AQUATEC ENVIRONMENTAL INC,,TNI01026,,WILLISTON,Vermont,,,env_labs,,,,,,,,
ENT-000112,1,env_labs_standardized.csv,AQUATEK LABS,,TNI02815,,WOODBRIDGE,Connecticut,,,env_labs,,,,,,,,
ENT-000113,1,env_labs_standardized.csv,"Aquatic Laboratories, LLC",,TNI02424,,Lexington,Kentucky,,,env_labs,,,,,,,,
ENT-000114,1,env_labs_standardized.csv,"AQUATOX RESEARCH, INC.",,TNI02979,,SYRACUSE,New York,,,env_labs,,,,,,,,
ENT-000115,1,env_labs_standardized.csv,"ARDL, Inc.",,TNI02022,,Mt. Vernon,Illinois,,,env_labs,,,,,,,,
ENT-000116,1,env_labs_standardized.csv,"Arkansas Analytical, Inc.",,TNI00174,,Little Rock,Arkansas,,,env_labs,,,,,,,,
ENT-000117,1,env_labs_standardized.csv,Arkansas City Municipal Wastewater Laboratory,,TNI01882,,Arkansas City,Kansas,,,env_labs,,,,,,,,
