entity_id,num_source_files,source_files,company_name,cik,source_record_id,address_street,address_city,address_state,address_zip,address_country,source_name,website_url,contact_name,contact_email,phone,notes,company_status,stage,one_liner
ENT-000118,1,env_labs_standardized.csv,"Armstrong Forensic Laboratory, Inc.",,TNI00041,,Arlington,Texas,,,env_labs,,,,,,,,
ENT-000119,1,env_labs_standardized.csv,Ascend Performance Materials LLC,,TNI00276,,Cantonment,Florida,,,env_labs,,,,,,,,
ENT-000120,1,env_labs_standardized.csv,Ashley Valley WTP Laboratory,,TNI01958,,Vernal,Utah,,,env_labs,,,,,,,,
ENT-000121,1,env_labs_standardized.csv,ASSET Laboratories,,TNI01203,,Las Vegas,Nevada,,,env_labs,,,,,,,,
ENT-000122,1,env_labs_standardized.csv,ATC GROUP SERVICES LLC,,TNI01618,,NEW YORK,New York,,,env_labs,,,,,,,,
ENT-000123,1,env_labs_standardized.csv,ATLAS ENVIRONMENTAL LABS CORP,,TNI02323,,NEW YORK,New York,,,env_labs,,,,,,,,
ENT-000124,1,env_labs_standardized.csv,"Atmospheric Analysis and Consulting, Inc.",,TNI00277,,Ventura,California,,,env_labs,,,,,,,,
ENT-000125,1,env_labs_standardized.csv,AUBURN WATER TREATMENT PLANT,,TNI01499,,AUBURN,New York,,,env_labs,,,,,,,,
ENT-000126,1,env_labs_standardized.csv,AUBURN WPCP (LAB),,TNI01498,,AUBURN,New York,,,env_labs,,,,,,,,
ENT-000127,1,env_labs_standardized.csv,"Avery Laboratories & Environmental Services, LLC",,TNI00278,,Savannah,Georgia,,,env_labs,,,,,,,,
ENT-000128,1,env_labs_standardized.csv,"AWWS, Inc. (Analytical Water & Wastewater Services)",,TNI00083,,Hallsville,Texas,,,env_labs,,,,,,,,
ENT-000129,1,env_labs_standardized.csv,"B & B Consultants, Inc.",,TNI01256,,Chase City,Virginia,,,env_labs,,,,,,,,
ENT-000130,1,env_labs_standardized.csv,"B.A.T. Laboratories, LLC",,TNI00125,,Amarillo,Texas,,,env_labs,,,,,,,,
ENT-000131,1,env_labs_standardized.csv,B3 Labs,,TNI02711,,Spring,Texas,,,env_labs,,,,,,,,
ENT-000132,1,env_labs_standardized.csv,"Babcock Laboratories, Inc.",,TNI01218,,Riverside,California,,,env_labs,,,,,,,,
ENT-000133,1,env_labs_standardized.csv,BATAVIA (C) WATER TREATMENT PLANT,,TNI01526,,BATAVIA,New York,,,env_labs,,,,,,,,
ENT-000134,1,env_labs_standardized.csv,BATAVIA WASTEWATER TREATMENT FACILITY,,TNI01525,,BATAVIA,New York,,,env_labs,,,,,,,,
ENT-000135,1,env_labs_standardized.csv,"BATTA LABORATORIES, LLC.",,TNI02320,,NEWARK,Delaware,,,env_labs,,,,,,,,
ENT-000136,1,env_labs_standardized.csv,Battelle Analytical Chemistry Services Laboratory,,TNI00280,,Norwell,Massachusetts,,,env_labs,,,,,,,,
ENT-000137,1,env_labs_standardized.csv,Bay County Laboratory Services,,TNI00281,,Panama City,Florida,,,env_labs,,,,,,,,
ENT-000138,1,env_labs_standardized.csv,"BCS Laboratories, Inc. - Gainesville",,TNI00282,,Gainesville,Florida,,,env_labs,,,,,,,,
ENT-000139,1,env_labs_standardized.csv,"Beacon Environmental Services, Inc.",,TNI02428,,Bel Air,Maryland,,,env_labs,,,,,,,,
ENT-000140,1,env_labs_standardized.csv,Bear River District Health Department Water Laboratory,,TNI01961,,Logan,Utah,,,env_labs,,,,,,,,
ENT-000141,1,env_labs_standardized.csv,Beckton Environmental Laboratories,,TNI00284,,Ponce,Puerto Rico,,,env_labs,,,,,,,,
ENT-000142,1,env_labs_standardized.csv,BELGRAVE WATER POL CNTRL DIST,,TNI01430,,LITTLE NECK,New York,,,env_labs,,,,,,,,
ENT-000143,1,env_labs_standardized.csv,Benchmark EA South,,TNI00285,,North Port,Florida,,,env_labs,,,,,,,,
ENT-000144,1,env_labs_standardized.csv,"Benchmark EnviroAnalytical, Inc.",,TNI00286,,Palmetto,Florida,,,env_labs,,,,,,,,
ENT-000145,1,env_labs_standardized.csv,Benchmark Mid Florida Laboratory,,TNI00500,,Winter Haven,Florida,,,env_labs,,,,,,,,
ENT-000146,1,env_labs_standardized.csv,BINGHAMTON WATER TREATMENT PLANT,,TNI01597,,BINGHAMTON,New York,,,env_labs,,,,,,,,
ENT-000147,1,env_labs_standardized.csv,BINGHAMTON-JOHNSON (C) STP,,TNI01563,,VESTAL,New York,,,env_labs,,,,,,,,
ENT-000148,1,env_labs_standardized.csv,"Bio Chem Lab, Inc.",,TNI00061,,West,Texas,,,env_labs,,,,,,,,
ENT-000149,1,env_labs_standardized.csv,Bio-Analytical Laboratories,,TNI01379,,Doyline,Louisiana,,,env_labs,,,,,,,,
ENT-000150,1,env_labs_standardized.csv,Biological Monitoring Incorporated,,TNI01243,,Blacksburg,Virginia,,,env_labs,,,,,,,,
ENT-000151,1,env_labs_standardized.csv,BIOTRAX TESTING LABORATORY,,TNI01744,,CHEEKTOWAGA,New York,,,env_labs,,,,,,,,
ENT-000152,1,env_labs_standardized.csv,Blue Ridge Analytical LLC,,TNI02567,,Wytheville,Virginia,,,env_labs,,,,,,,,
ENT-000153,1,env_labs_standardized.csv,"Blue Triton Brands, Inc.",,TNI02139,,Breinigsville,Pennsylvania,,,env_labs,,,,,,,,
ENT-000154,1,env_labs_standardized.csv,BlueTriton Brands Dallas QA Lab,,TNI00156,,Dallas,Texas,,,env_labs,,,,,,,,
ENT-000155,1,env_labs_standardized.csv,BLUETRITON BRANDS NATIONAL QUALITY LABORATORY,,TNI02786,,LOS ANGELES,California,,,env_labs,,,,,,,,
ENT-000156,1,env_labs_standardized.csv,BlueTriton Brands Pasadena QA Lab,,TNI02681,,Pasadena,Texas,,,env_labs,,,,,,,,
ENT-000157,1,env_labs_standardized.csv,BLUETRITON BRANDS SARATOGA SPRINGS QA LAB,,TNI01790,,SARATOGA SPRINGS,New York,,,env_labs,,,,,,,,
ENT-000158,1,env_labs_standardized.csv,bmh environmental lab llc dba Utility Testing Laboratory,,TNI02011,,Salt Lake City,Utah,,,env_labs,,,,,,,,
ENT-000159,1,env_labs_standardized.csv,Bonner Analytical Testing Co,,TNI02178,,Hattiesburg,Mississippi,,,env_labs,,,,,,,,
ENT-000160,1,env_labs_standardized.csv,"Box R Water Analysis Laboratory, L.L.C.",,TNI00200,,Prineville,Oregon,,,env_labs,,,,,,,,
ENT-000161,1,env_labs_standardized.csv,Brazoria County Health Department Water Laboratory,,TNI00111,,Angleton,Texas,,,env_labs,,,,,,,,
ENT-000162,1,env_labs_standardized.csv,Brazos River Authority Environmental Services Laboratory,,TNI00067,,Waco,Texas,,,env_labs,,,,,,,,
ENT-000163,1,env_labs_standardized.csv,Brevard County Utility Services Laboratory,,TNI00287,,Viera,Florida,,,env_labs,,,,,,,,
ENT-000164,1,env_labs_standardized.csv,Brigham City Laboratory,,TNI01962,,Brigham City,Utah,,,env_labs,,,,,,,,
ENT-000165,1,env_labs_standardized.csv,Brighton Analytical LLC,,TNI02024,,Brighton,Michigan,,,env_labs,,,,,,,,
ENT-000166,1,env_labs_standardized.csv,"Britebox Labs, Inc",,TNI02464,,Bend,Oregon,,,env_labs,,,,,,,,
ENT-000167,1,env_labs_standardized.csv,"Brooks Applied Labs, LLC",,TNI00288,,Seattle,Washington,,,env_labs,,,,,,,,
ENT-000168,1,env_labs_standardized.csv,Brothers Laboratory Services,,TNI03071,,Maryland Heights,Missouri,,,env_labs,,,,,,,,
ENT-000169,1,env_labs_standardized.csv,Broward County Environmental Monitoring Laboratory,,TNI00289,,Davie,Florida,,,env_labs,,,,,,,,
ENT-000170,1,env_labs_standardized.csv,Broward County Water and Wastewater Services Laboratory,,TNI00290,,Pompano Beach,Florida,,,env_labs,,,,,,,,
ENT-000171,1,env_labs_standardized.csv,Brownsville Public Utilities Board Analytical Laboratory,,TNI00135,,Brownsville,Texas,,,env_labs,,,,,,,,
ENT-000172,1,env_labs_standardized.csv,BSK Associates,,TNI02245,,Fresno,California,,,env_labs,,,,,,,,
ENT-000173,1,env_labs_standardized.csv,BSK Associates ?Vancouver,,TNI00194,,Vancouver,Washington,,,env_labs,,,,,,,,
ENT-000174,1,env_labs_standardized.csv,BSK-San Bernardino,,TNI02468,,San Bernardino,California,,,env_labs,,,,,,,,
ENT-000175,1,env_labs_standardized.csv,BUFFALO SEWER AUTHORITY,,TNI01449,,BUFFALO,New York,,,env_labs,,,,,,,,
ENT-000176,1,env_labs_standardized.csv,BUFFALO WATER AUTHORITY FILTRATION PLANT LABORATORY,,TNI01543,,BUFFALO,New York,,,env_labs,,,,,,,,
ENT-000177,1,env_labs_standardized.csv,Bureau of Agricultural Environmental Laboratories (BAEL),,TNI00293,,Tallahassee,Florida,,,env_labs,,,,,,,,
ENT-000178,1,env_labs_standardized.csv,Bureau Veritas Canada Inc,,TNI01292,,Mississauga,Ontario,,,env_labs,,,,,,,,
ENT-000179,1,env_labs_standardized.csv,"BUREAU VERITAS NORTH AMERICA, INC.",,TNI01741,,KENNESAW,Georgia,,,env_labs,,,,,,,,
ENT-000180,1,env_labs_standardized.csv,"Bureau Veritas North America, Inc.",,TNI02888,,Lake Zurich,Alabama,,,env_labs,,,,,,,,
ENT-000181,1,env_labs_standardized.csv,"Bureau Veritas North America, Inc.",,TNI02889,,Lake Zurich,Illinois,,,env_labs,,,,,,,,
ENT-000182,1,env_labs_standardized.csv,"Bureau Veritas North America, Inc.",,TNI00294,,Novi,Michigan,,,env_labs,,,,,,,,
ENT-000183,1,env_labs_standardized.csv,BWXT Lynchburg Technology Center,,TNI01267,,Lynchburg,Virginia,,,env_labs,,,,,,,,
ENT-000184,1,env_labs_standardized.csv,CALTEST ANALYTICAL LABORATORY,,TNI01211,,NAPA,California,,,env_labs,,,,,,,,
ENT-000185,1,env_labs_standardized.csv,Camp Rilea Laboratory,,TNI02228,,Warrenton,Oregon,,,env_labs,,,,,,,,
ENT-000186,1,env_labs_standardized.csv,CAMPFIELD RESERVOIR  FILTER PLANT,,TNI01593,,PEEKSKILL,New York,,,env_labs,,,,,,,,
ENT-000187,1,env_labs_standardized.csv,CANANDAIGUA WASTEWATER TREATMENT FACILITY,,TNI01586,,CANANDAIGUA,New York,,,env_labs,,,,,,,,
ENT-000188,1,env_labs_standardized.csv,CANANDAIGUA WATER TREATMENT PLANT,,TNI01622,,CANANDAIGUA,New York,,,env_labs,,,,,,,,
ENT-000189,1,env_labs_standardized.csv,CANISTEO WASTEWATER PLANT LAB,,TNI01432,,CANISTEO,New York,,,env_labs,,,,,,,,
ENT-000190,1,env_labs_standardized.csv,CANOBIE LAKE WATER TREATMENT PLANT LABORATORY,,TNI01028,,SALEM,New Hampshire,,,env_labs,,,,,,,,
ENT-000191,1,env_labs_standardized.csv,"Cape Fear Analytical, LLC",,TNI01963,,Wilmington,North Carolina,,,env_labs,,,,,,,,
ENT-000192,1,env_labs_standardized.csv,CAPITAL REGION ENVIRONMENTAL LABORATORY,,TNI01520,,RENSSELAER,New York,,,env_labs,,,,,,,,
ENT-000193,1,env_labs_standardized.csv,Capzer Pharmaceuticals,,TNI02210,,Lake Worth,Florida,,,env_labs,,,,,,,,
ENT-000194,1,env_labs_standardized.csv,Carbondale Central Laboratory,,TNI02547,,Carbondale,Illinois,,,env_labs,,,,,,,,
ENT-000195,1,env_labs_standardized.csv,Cardinal Laboratories,,TNI00162,,Hobbs,New Mexico,,,env_labs,,,,,,,,
ENT-000196,1,env_labs_standardized.csv,CATTARAUGUS COUNTY LABORATORY,,TNI01445,,OLEAN,New York,,,env_labs,,,,,,,,
ENT-000197,1,env_labs_standardized.csv,CCNY ENVIRONMENTAL LAB,,TNI01739,,NEW YORK,New York,,,env_labs,,,,,,,,
ENT-000198,1,env_labs_standardized.csv,CCWT - SOMAS NORTH,,TNI02517,,STONY BROOK,New York,,,env_labs,,,,,,,,
ENT-000199,1,env_labs_standardized.csv,CCWT - SOMAS SOUTH,,TNI02582,,SOUTHHAMPTON,New York,,,env_labs,,,,,,,,
ENT-000200,1,env_labs_standardized.csv,CCWT ENGINEERING,,TNI02518,,STONY BROOK,New York,,,env_labs,,,,,,,,
ENT-000201,1,env_labs_standardized.csv,Cedar City Regional Water Treatment Facility Laboratory,,TNI01964,,Cedar City,Utah,,,env_labs,,,,,,,,
ENT-000202,1,env_labs_standardized.csv,Center for Aquatic Chemistry and Environment - Nutrient Analysis Core Facility (CAChE-NACF),,TNI00569,,Miami,Florida,,,env_labs,,,,,,,,
ENT-000203,1,env_labs_standardized.csv,Central Davis Sewer District,,TNI01965,,Kaysville,Utah,,,env_labs,,,,,,,,
ENT-000204,1,env_labs_standardized.csv,Central Florida Tourism Oversight District Environmental Sciences,,TNI00545,,Lake Buena Vista,Florida,,,env_labs,,,,,,,,
ENT-000205,1,env_labs_standardized.csv,Central Florida Water Testing LLC DBA Plant Technicians,,TNI00539,,Leesburg,Florida,,,env_labs,,,,,,,,
ENT-000206,1,env_labs_standardized.csv,Central Utah Public Health Laboratory,,TNI01966,,Richfield,Utah,,,env_labs,,,,,,,,
ENT-000207,1,env_labs_standardized.csv,Central Valley Water Reclamation Facility,,TNI01967,,South Salt Lake,Utah,,,env_labs,,,,,,,,
ENT-000208,1,env_labs_standardized.csv,Central Water Testing Laboratory,,TNI01118,,Brainerd,Minnesota,,,env_labs,,,,,,,,
ENT-000209,1,env_labs_standardized.csv,Central Weber SID Laboratory,,TNI01968,,Ogden,Utah,,,env_labs,,,,,,,,
ENT-000210,1,env_labs_standardized.csv,"Ceres Analytical Laboratory, Inc.",,TNI02279,,El Dorado Hills,California,,,env_labs,,,,,,,,
ENT-000211,1,env_labs_standardized.csv,CERTIFIED ENVIRONMENTAL SERVICES INC,,TNI01669,,NORTH SYRACUSE,New York,,,env_labs,,,,,,,,
ENT-000212,1,env_labs_standardized.csv,CERTIFIED LABORATORIES LLC,,TNI01515,,MELVILLE,New York,,,env_labs,,,,,,,,
ENT-000213,1,env_labs_standardized.csv,Certified Labs of Florida,,TNI00296,,Melrose,Florida,,,env_labs,,,,,,,,
ENT-000214,1,env_labs_standardized.csv,CETCON Inc,,TNI02484,,Tulsa,Oklahoma,,,env_labs,,,,,,,,
ENT-000215,1,env_labs_standardized.csv,CHAMPLAIN WATER DISTRICT,,TNI01839,,SOUTH BURLINGTON,Vermont,,,env_labs,,,,,,,,
ENT-000216,1,env_labs_standardized.csv,Charlotte County Utilities - East Port Laboratory,,TNI00297,,Port Charlotte,Florida,,,env_labs,,,,,,,,
ENT-000217,1,env_labs_standardized.csv,CHARLOTTE WATER,,TNI02249,,CHARLOTTE,North Carolina,,,env_labs,,,,,,,,
ENT-000218,1,env_labs_standardized.csv,CHAUTAUQUA COUNTY HEALTH,,TNI01537,,MAYVILLE,New York,,,env_labs,,,,,,,,
ENT-000219,1,env_labs_standardized.csv,ChemHistory,,TNI02450,,Milwaukie,Oregon,,,env_labs,,,,,,,,
ENT-000220,1,env_labs_standardized.csv,"Chemtech-Ford, Inc.",,TNI01969,,Sandy,Utah,,,env_labs,,,,,,,,
ENT-000221,1,env_labs_standardized.csv,CHEMTEX,,TNI01199,,Sulphur,Louisiana,,,env_labs,,,,,,,,
ENT-000222,1,env_labs_standardized.csv,CHEMTEX - Corpus Christi,,TNI02560,,Corpus Christi,Texas,,,env_labs,,,,,,,,
ENT-000223,1,env_labs_standardized.csv,CHEMUNG CO ELMIRA SD,,TNI01650,,ELMIRA,New York,,,env_labs,,,,,,,,
ENT-000224,1,env_labs_standardized.csv,Chevron Salt Lake Refinery Environmental Laboratory,,TNI01970,,North Salt Lake,Utah,,,env_labs,,,,,,,,
ENT-000225,1,env_labs_standardized.csv,City of Abilene Environmental Laboratory,,TNI00102,,Abilene,Texas,,,env_labs,,,,,,,,
ENT-000226,1,env_labs_standardized.csv,City of Altamonte Springs Environmental Laboratory,,TNI00300,,Altamonte Springs,Florida,,,env_labs,,,,,,,,
ENT-000227,1,env_labs_standardized.csv,City of Amarillo Environmental Laboratory,,TNI00150,,Amarillo,Texas,,,env_labs,,,,,,,,
ENT-000228,1,env_labs_standardized.csv,City of Arlington Water Utilities Laboratory Services,,TNI00093,,Arlington,Texas,,,env_labs,,,,,,,,
ENT-000229,1,env_labs_standardized.csv,"City of Atlanta, Department of Watershed Management, Wastewater Laboratory",,TNI00302,,Atlanta,Georgia,,,env_labs,,,,,,,,
ENT-000230,1,env_labs_standardized.csv,City of Austin Water Utility Laboratory Services Division,,TNI00081,,Austin,Texas,,,env_labs,,,,,,,,
ENT-000231,1,env_labs_standardized.csv,City of Beaumont Water Production Laboratory,,TNI00120,,Beaumont,Texas,,,env_labs,,,,,,,,
ENT-000232,1,env_labs_standardized.csv,City of Bend Water Quality Laboratory,,TNI00204,,Bend,Oregon,,,env_labs,,,,,,,,
ENT-000233,1,env_labs_standardized.csv,City of Boca Raton Quality Control Laboratory,,TNI00303,,Boca Raton,Florida,,,env_labs,,,,,,,,
ENT-000234,1,env_labs_standardized.csv,City of Borger Water Plant Laboratory,,TNI00090,,Borger,Texas,,,env_labs,,,,,,,,
ENT-000235,1,env_labs_standardized.csv,City of Boynton Beach Utilities Department,,TNI00304,,Boynton Beach,Florida,,,env_labs,,,,,,,,
ENT-000236,1,env_labs_standardized.csv,City of Cape Canaveral Water Reclamation Plant,,TNI00306,,Cape Canaveral,Florida,,,env_labs,,,,,,,,
ENT-000237,1,env_labs_standardized.csv,City of Cape Coral ERD Laboratory,,TNI00307,,Cape Coral,Florida,,,env_labs,,,,,,,,
ENT-000238,1,env_labs_standardized.csv,"City of Chicago, Water Purification Laboratories",,TNI02026,,Chicago,Illinois,,,env_labs,,,,,,,,
ENT-000239,1,env_labs_standardized.csv,City of Clearwater Public Utilities Laboratory,,TNI00308,,Clearwater,Florida,,,env_labs,,,,,,,,
ENT-000240,1,env_labs_standardized.csv,City of Cocoa Beach Water Reclamation Laboratory,,TNI00309,,Cocoa Beach,Florida,,,env_labs,,,,,,,,
ENT-000241,1,env_labs_standardized.csv,City of Corpus Christi Water Utilities Laboratory,,TNI00159,,Corpus Christi,Texas,,,env_labs,,,,,,,,
ENT-000242,1,env_labs_standardized.csv,City of Corvallis Water Quality Laboratory,,TNI00206,,Corvallis,Oregon,,,env_labs,,,,,,,,
ENT-000243,1,env_labs_standardized.csv,City of Dallas Water Utilities Bachman Water Treatment Plant Laboratory,,TNI00088,,Dallas,Texas,,,env_labs,,,,,,,,
ENT-000244,1,env_labs_standardized.csv,City of Dallas Water Utilities Eastside Drinking Water Laboratory,,TNI00087,,Sunnyvale,Texas,,,env_labs,,,,,,,,
ENT-000245,1,env_labs_standardized.csv,City of Dallas Water Utilities Elm Fork Plant Laboratory,,TNI00086,,Carrolton,Texas,,,env_labs,,,,,,,,
ENT-000246,1,env_labs_standardized.csv,City of Daytona Beach Regulatory Compliance Laboratory,,TNI00310,,Daytona Beach,Florida,,,env_labs,,,,,,,,
ENT-000247,1,env_labs_standardized.csv,City of Deer Park Surface Water Treatment Plant Laboratory,,TNI00134,,Deer Park,Texas,,,env_labs,,,,,,,,
ENT-000248,1,env_labs_standardized.csv,City of Deerfield Beach Water Treatment Plant,,TNI00311,,Deerfield Beach,Florida,,,env_labs,,,,,,,,
ENT-000249,1,env_labs_standardized.csv,City of DeLand Environmental Services Laboratory,,TNI00312,,DeLand,Florida,,,env_labs,,,,,,,,
ENT-000250,1,env_labs_standardized.csv,City of Delray Beach Environmental Services Laboratory,,TNI00313,,Delray Beach,Florida,,,env_labs,,,,,,,,
ENT-000251,1,env_labs_standardized.csv,City of Denison Laboratory,,TNI00058,,Denison,Texas,,,env_labs,,,,,,,,
ENT-000252,1,env_labs_standardized.csv,City of Denton Municipal Laboratory,,TNI00155,,Denton,Texas,,,env_labs,,,,,,,,
ENT-000253,1,env_labs_standardized.csv,City of Duluth,,TNI01081,,Duluth,Minnesota,,,env_labs,,,,,,,,
ENT-000254,1,env_labs_standardized.csv,City of Eden Prairie Utilities Laboratory,,TNI01135,,Eden Prairie,Minnesota,,,env_labs,,,,,,,,
ENT-000255,1,env_labs_standardized.csv,City of Edgewater - Alan R. Thomas Water Treatment Plant,,TNI00314,,Edgewater,Florida,,,env_labs,,,,,,,,
ENT-000256,1,env_labs_standardized.csv,City of Edgewater Environmental Services Laboratory,,TNI00315,,Edgewater,Florida,,,env_labs,,,,,,,,
ENT-000257,1,env_labs_standardized.csv,City of El Paso Department of Public Health,,TNI00096,,El Paso,Texas,,,env_labs,,,,,,,,
ENT-000258,1,env_labs_standardized.csv,City of Eustis Wastewater Treatment Plant,,TNI00317,,Eustis,Florida,,,env_labs,,,,,,,,
ENT-000259,1,env_labs_standardized.csv,City of Fort Lauderdale Environmental Laboratory,,TNI00318,,Ft. Lauderdale,Florida,,,env_labs,,,,,,,,
ENT-000260,1,env_labs_standardized.csv,City of Garland Water Utility Laboratory,,TNI00151,,Garland,Texas,,,env_labs,,,,,,,,
ENT-000261,1,env_labs_standardized.csv,City of Graceville Wastewater Treatment Plant Laboratory,,TNI00322,,Graceville,Florida,,,env_labs,,,,,,,,
ENT-000262,1,env_labs_standardized.csv,City of Gresham WWTP Laboratory,,TNI02171,,Portland,Oregon,,,env_labs,,,,,,,,
ENT-000263,1,env_labs_standardized.csv,City of Harlingen Waterworks System,,TNI00101,,Harlingen,Texas,,,env_labs,,,,,,,,
ENT-000264,1,env_labs_standardized.csv,City of Holly Hill Water & Wastewater Treatment Plant Laboratory,,TNI00323,,Holly Hill,Florida,,,env_labs,,,,,,,,
ENT-000265,1,env_labs_standardized.csv,City of Hollywood Utilities Laboratory,,TNI00324,,Hollywood,Florida,,,env_labs,,,,,,,,
ENT-000266,1,env_labs_standardized.csv,City of Houston - Drinking Water Regulatory Compliance Laboratory,,TNI00066,,Houston,Texas,,,env_labs,,,,,,,,
ENT-000267,1,env_labs_standardized.csv,"City of Houston Health Department, Bureau of Laboratory Services",,TNI00046,,Houston,Texas,,,env_labs,,,,,,,,
ENT-000268,1,env_labs_standardized.csv,"City of Houston, Wastewater Operations Laboratory",,TNI02257,,Houston,Texas,,,env_labs,,,,,,,,
ENT-000269,1,env_labs_standardized.csv,City of Huntsville Parker Creek Laboratory,,TNI00099,,Huntsville,Texas,,,env_labs,,,,,,,,
ENT-000270,1,env_labs_standardized.csv,CITY OF ITHACA WATER TREATMENT PLANT LABORATORY,,TNI01789,,ITHACA,New York,,,env_labs,,,,,,,,
ENT-000271,1,env_labs_standardized.csv,"City of Jacksonville, EQD Lab",,TNI00396,,Jacksonville,Florida,,,env_labs,,,,,,,,
ENT-000272,1,env_labs_standardized.csv,City of Kerrville Laboratory,,TNI00095,,Kerrville,Texas,,,env_labs,,,,,,,,
ENT-000273,1,env_labs_standardized.csv,City of Key West WWTP Laboratory,,TNI00325,,Key West,Florida,,,env_labs,,,,,,,,
ENT-000274,1,env_labs_standardized.csv,City of Lake Worth Beach Water Treatment Plant Laboratory,,TNI00326,,Lake Worth,Florida,,,env_labs,,,,,,,,
ENT-000275,1,env_labs_standardized.csv,City of Lakeland -Thomas B. Williams Water Treatment Plant,,TNI00328,,Lakeland,Florida,,,env_labs,,,,,,,,
ENT-000276,1,env_labs_standardized.csv,City of Lakeland Wastewater Treatment Plant - Glendale,,TNI00329,,Lakeland,Florida,,,env_labs,,,,,,,,
ENT-000277,1,env_labs_standardized.csv,City of Laredo Public Health Department Laboratory,,TNI00145,,Laredo,Texas,,,env_labs,,,,,,,,
ENT-000278,1,env_labs_standardized.csv,City of Largo Wastewater Treatment Plant,,TNI00330,,Clearwater,Florida,,,env_labs,,,,,,,,
ENT-000279,1,env_labs_standardized.csv,City of Lewisville Environmental Control Services Laboratory,,TNI00129,,Lewisville,Texas,,,env_labs,,,,,,,,
ENT-000280,1,env_labs_standardized.csv,City of Lubbock Water Treatment Plant Laboratory,,TNI00153,,Lubbock,Texas,,,env_labs,,,,,,,,
ENT-000281,1,env_labs_standardized.csv,City of Margate Utilities,,TNI00332,,Margate,Florida,,,env_labs,,,,,,,,
ENT-000282,1,env_labs_standardized.csv,City of McAllen Central Laboratory,,TNI00133,,McAllen,Texas,,,env_labs,,,,,,,,
ENT-000283,1,env_labs_standardized.csv,City of Melbourne Wastewater Treatment Compliance Monitoring Laboratory,,TNI00333,,Melbourne,Florida,,,env_labs,,,,,,,,
ENT-000284,1,env_labs_standardized.csv,City of Melbourne Water Treatment Plant Laboratory,,TNI00334,,Melbourne,Florida,,,env_labs,,,,,,,,
ENT-000285,1,env_labs_standardized.csv,City of Midland Utilities Laboratory,,TNI02185,,Midland,Texas,,,env_labs,,,,,,,,
ENT-000286,1,env_labs_standardized.csv,City of Naples Central Laboratory,,TNI00336,,Naples,Florida,,,env_labs,,,,,,,,
ENT-000287,1,env_labs_standardized.csv,City of New Port Richey Wastewater Treatment Plant,,TNI00337,,New Port Richey,Florida,,,env_labs,,,,,,,,
ENT-000288,1,env_labs_standardized.csv,City of North Miami Beach Quality Control Laboratory,,TNI00338,,Miami,Florida,,,env_labs,,,,,,,,
ENT-000289,1,env_labs_standardized.csv,City of North Miami Water Treatment Plant,,TNI00339,,North Miami,Florida,,,env_labs,,,,,,,,
ENT-000290,1,env_labs_standardized.csv,City of Ocala Water Quality Laboratory,,TNI00340,,Ocala,Florida,,,env_labs,,,,,,,,
ENT-000291,1,env_labs_standardized.csv,City of Odessa Laboratory Services,,TNI00141,,Odessa,Texas,,,env_labs,,,,,,,,
ENT-000292,1,env_labs_standardized.csv,"City of Orlando, Environmental Laboratory Services",,TNI00342,,Oviedo,Florida,,,env_labs,,,,,,,,
ENT-000293,1,env_labs_standardized.csv,City of Ormond Beach WRF Laboratory,,TNI02832,,Ormond Beach,Florida,,,env_labs,,,,,,,,
ENT-000294,1,env_labs_standardized.csv,City of Panama City Area Environmental Laboratory,,TNI00345,,Panama City,Florida,,,env_labs,,,,,,,,
ENT-000295,1,env_labs_standardized.csv,City of Pharr Water Laboratory,,TNI00152,,Pharr,Texas,,,env_labs,,,,,,,,
ENT-000296,1,env_labs_standardized.csv,City of Phoenix Water Quality Laboratory,,TNI00207,,Phoenix,Arizona,,,env_labs,,,,,,,,
ENT-000297,1,env_labs_standardized.csv,City of Phoenix Water Services Laboratory,,TNI02723,,Phoenix,Arizona,,,env_labs,,,,,,,,
ENT-000298,1,env_labs_standardized.csv,City of Plantation Utilities Department Laboratory,,TNI00347,,Plantation,Florida,,,env_labs,,,,,,,,
ENT-000299,1,env_labs_standardized.csv,City of Pompano Beach Utilities Laboratory,,TNI00348,,Pompano Beach,Florida,,,env_labs,,,,,,,,
ENT-000300,1,env_labs_standardized.csv,City of Port Arthur Water Purification Plant Laboratory,,TNI00121,,Port Arthur,Texas,,,env_labs,,,,,,,,
ENT-000301,1,env_labs_standardized.csv,City of Port Orange Central Lab,,TNI00349,,Port Orange,Florida,,,env_labs,,,,,,,,
ENT-000302,1,env_labs_standardized.csv,City of Port St. Lucie Utility Systems Department,,TNI00350,,Port St. Lucie,Florida,,,env_labs,,,,,,,,
ENT-000303,1,env_labs_standardized.csv,City of Portland Water Pollution Control Laboratory,,TNI02276,,Portland,Oregon,,,env_labs,,,,,,,,
ENT-000304,1,env_labs_standardized.csv,City of Punta Gorda Water Treatment Plant,,TNI00351,,Punta Gorda,Florida,,,env_labs,,,,,,,,
ENT-000305,1,env_labs_standardized.csv,City of Round Rock Environmental Services Laboratory,,TNI00108,,Round Rock,Texas,,,env_labs,,,,,,,,
ENT-000306,1,env_labs_standardized.csv,CITY OF RUTLAND WATER LABORATORY,,TNI01030,,RUTLAND,Vermont,,,env_labs,,,,,,,,
ENT-000307,1,env_labs_standardized.csv,City of San Angelo Water Quality Laboratory,,TNI00114,,San Angelo,Texas,,,env_labs,,,,,,,,
