company_name,cik,source_record_id,address_street,address_city,address_state,address_zip,address_country,source_name,website_url,contact_name,contact_email,phone,notes,company_status,stage,one_liner
"S-3 RESEARCH, LLC",,1R43AG091831-01A1,,San Diego,CA,92123,,nih_reporter,,Timothy Ken Mackey,,,,,,
"BOOKLILLICARES, LLC",,1R43AG097252-01,,Portsmouth,RI,028713508,,nih_reporter,,Sarah Bergman Nadimpalli,,,,,,
AQUALUNG THERAPEUTICS CORP.,,1R41HL180035-01,,Juno Beach,FL,33408,,nih_reporter,,Stanley  Miele,,,,,,
APPLIED UNIVERSAL DYNAMICS CORPORATION,,1R43AG094443-01,,Loretto,MN,553579536,,nih_reporter,,Paul  Gibson,,,,,,
"GENERAL BIOLOGICS, INC.",,1R43HL176305-01A1,,Cambridge,MA,021386805,,nih_reporter,,Robert Rogers Yocum,,,,,,
POSIT SCIENCE CORPORATION,,1R44AG094520-01,,San Francisco,CA,941115513,,nih_reporter,,Mouna  Attarha,,,,,,
"CAREVIRTUE TECHNOLOGIES, INC.",,1R44AG097384-01,,Dover,DE,199046506,,nih_reporter,,Christian  Elliott,,,,,,
SYNVEST IMAGING INC.,,1R41AG097311-01,,Chapel Hill,NC,275147103,,nih_reporter,,Zhengxin  Cai,,,,,,
"HIDO TECHNOLOGIES, INC.",,1R44AG097250-01,,El Dorado Hills,CA,957623970,,nih_reporter,,Timothy  Cutler,,,,,,
"PHOTOZIG, INC.",,1R44AG094463-01A1,,Campbell,CA,950085570,,nih_reporter,,Bruno  Kajiyama,,,,,,
"OLEOLIVE, INC.",,3R41HL180136-01S1,,Shreveport,LA,71103,,nih_reporter,,James  Cardelli,,,,,,
"ADVANTAGE THERAPEUTICS, INC",,1R44AG091827-01,,Miami,FL,331372915,,nih_reporter,,Carmela R Abraham,,,,,,
ZINNIA TECHNOLOGIES INC.,,1R41AG087819-01A1,,Winnetka,IL,600934230,,nih_reporter,,Allyson  Schrier,,,,,,
"OSCILLOSCAPE, LLC",,1R43AG092067-01,,East Hartford,CT,061083261,,nih_reporter,,Edward W Large,,,,,,
APPLIED UNIVERSAL DYNAMICS CORPORATION,,1R43AG092272-01,,Loretto,MN,553579536,,nih_reporter,,Paul  Gibson,,,,,,
"OLEOLIVE, INC.",,1R41HL180136-01,,Shreveport,LA,71103,,nih_reporter,,James  Cardelli,,,,,,
"CELLSIGHT TECHNOLOGIES, INC.",,1R44AG094397-01,,San Francisco,CA,941079107,,nih_reporter,,Jelena  Levi,,,,,,
VIEWMIND INC,,1R43AG097131-01,,Alpine,NJ,076208404,,nih_reporter,,Gerardo  Fernandez,,,,,,
"TRU DIAGNOSTICS, INC.",,1R43AG097165-01,,Lexington,KY,405032748,,nih_reporter,,Varun Bhamidipati Dwaraka,,,,,,
"PANORAMA RESEARCH, INC.",,1R43AG097164-01,,Sunnyvale,CA,940891202,,nih_reporter,,James W Larrick,,,,,,
"VASOPTIC MEDICAL, INC.",,1R41AG091877-01A1,,Baltimore,MD,212305283,,nih_reporter,,Abhishek  Rege,,,,,,
ARTIAM BIO INC.,,1R41AG090138-01A1,,Cary,NC,275132754,,nih_reporter,,Rachel S Knipe,,,,,,
"EPICYPHER, INC.",,1R44AG091990-01,,Research Triangle Park,NC,277090003,,nih_reporter,,Sabrina Robin Hunt,,,,,,
"CARE PROGRESS, LLC",,1R43HG014149-01,,Bethesda,MD,20815,,nih_reporter,,Howard  Isenstein,,,,,,
"INNOVATIVE DESIGN LABS, INC.",,1R43AG097383-01,,Minneapolis,MN,554144497,,nih_reporter,,Adam  Becker,,,,,,
ONE HEALTH STUDIO LLC,,1R44AG097057-01,,San Francisco,CA,941341437,,nih_reporter,,Jin  Lee,,,,,,
"AIVOCODE, LLP",,1R44AG097127-01,,Encinitas,CA,920244931,,nih_reporter,,Sazid  Hussain,,,,,,
"HIDO TECHNOLOGIES, INC.",,5R44AG097250-02,,El Dorado Hills,CA,957623970,,nih_reporter,,Timothy  Cutler,,,,,,
"STORII, INC.",,5R44AG097382-02,,San Mateo,CA,944021506,,nih_reporter,,Cameron  Graham,,,,,,
"GLIAL THERAPEUTICS, LLC",,5R41AG092194-02,,Boston,MA,021156128,,nih_reporter,,Thomas Darmody Arnold,,,,,,
"AIVOCODE, LLP",,5R44AG097127-02,,Encinitas,CA,920244931,,nih_reporter,,Sazid  Hussain,,,,,,
"JAAN BIOTHERAPEUTICS, INC.",,1R44HL180034-01A1,,San Diego,CA,921216204,,nih_reporter,,Bhawanjit K Brar,,,,,,
"DABBLE HEALTH, INC.",,1R43AG097223-01,,Newark,CA,945601520,,nih_reporter,,Lawrence  Chernin,,,,,,
"PROACTIVE LIFE, INC.",,1R43AG097205-01,,Fairfax,VA,220311831,,nih_reporter,,Daniel  Gartenberg,,,,,,
"VIRSCIO, INC.",,1R43AG087835-01A1,,New Haven,CT,065111963,,nih_reporter,,John D Elsworth,,,,,,
"GLIAL THERAPEUTICS, LLC",,1R41AG092194-01A1,,Boston,MA,021156128,,nih_reporter,,Thomas Darmody Arnold,,,,,,
"ACTIVE MOTIF, INC.",,1R43HG014420-01,,Carlsbad,CA,920086509,,nih_reporter,,Brian Stanley Egan,,,,,,
"INDEPENDENT FEEDING DEVICE, LLC",,1R41AG092186-01A1,,Jacksonville,FL,322566948,,nih_reporter,,Jonathan Paul Dekar,,,,,,
"TAUVISION, INC.",,1R42AG097309-01,,Concord,MA,017422043,,nih_reporter,,Rachel Elise Bennett,,,,,,
ARTIAM BIO INC.,,5R41AG090138-02,,Cary,NC,275132754,,nih_reporter,,Rachel S Knipe,,,,,,
AVERTO MEDICAL INC,,1R44DK143876-01,,Fremont,CA,94539,,nih_reporter,,Kenton Dodyan Fong,,,,,,
HELICAL BIOSCIENCES LLC,,1R41NS145857-01,,Saint Louis,MO,63110,,nih_reporter,,Paul T Kotzbauer,,,,,,
"GLYCYX MOR, INC.",,1R44CA306565-01,,San Francisco,CA,941212028,,nih_reporter,,Lorin K Johnson,,,,,,
"SALUS DISCOVERY, LLC",,4R44AI184104-02,,Madison,WI,537034222,,nih_reporter,,Cody  Carrell,,,,,,
"O2M TECHNOLOGIES, LLC",,1R44CA302113-01A1,,Chicago,IL,606123738,,nih_reporter,,Boris  Epel,,,,,,
"PENDERIA TECHNOLOGIES, INC.",,1R43AR086046-01,,Eugene,OR,974036205,,nih_reporter,,Kylie E Williams,,,,,,
"EVOQ THERAPEUTICS, INC.",,1R44AI192013-01,,Ann Arbor,MI,481095001,,nih_reporter,,Weston  Daniel,,,,,,
"BEDROCK THERAPEUTICS, INC.",,1R41AR086050-01A1,,Chapel Hill,NC,275143621,,nih_reporter,,Chengwen  Li,,,,,,
"SEAK THERAPEUTICS, LLC",,1R41CA310186-01,,Memphis,TN,38163,,nih_reporter,,Wei  Li,,,,,,
"IN VIVO MICROSYSTEMS TECHNOLOGIES, LLC",,1R44DK143865-01,,Ann Arbor,MI,481039486,,nih_reporter,,Elaine  Brady,,,,,,
"FLEX ORTHOPAEDICS, INC.",,1R41AR086074-01,,Calabasas,CA,913012306,,nih_reporter,,Brandon  Peterson,,,,,,
"RIPPLE BIOSCIENCES, LLC",,1R41HD118840-01A1,,Grosse Pointe Park,MI,482301818,,nih_reporter,,J. Richard  Pilsner,,,,,,
"PROKARYOTICS, INC.",,1R44AI188848-01A1,,Union,NJ,070837133,,nih_reporter,,Terry  Roemer,,,,,,
"NAVIGATION SCIENCES, INC.",,1R41CA306611-01,,Brookline,MA,024454167,,nih_reporter,,Jayender  Jagadeesan,,,,,,
"LIFEPHARMS, INC.",,1R43AI188858-01,,New London,CT,063204930,,nih_reporter,,Esteban Edward Mena,,,,,,
"KDH RESEARCH AND COMMUNICATION, INC.",,1R43MD018555-01A1,,Atlanta,GA,30309,,nih_reporter,,Mary S Dolan,,,,,,
"FUSION ENERGY SOLUTIONS, INC. D/B/A SERVA ENERGY",,1R44CA295134-01A1,,Tempe,AZ,852821923,,nih_reporter,,Ian  Horvath,,,,,,
PEARL SCIENTIFIC LLC,,1R41CA306717-01,,Denver,CO,802201233,,nih_reporter,,Traci  Lyons,,,,,,
"NIGHTSTAR BIOTECHNOLOGIES, INC",,1R41CA302099-01A1,,Houston,TX,770023168,,nih_reporter,,Tao  Wang,,,,,,
RUSH RIVER RESEARCH CORPORATION,,2R44MD018239-02A1,,Ellsworth,WI,540115807,,nih_reporter,,Julie  Lundstrom,,,,,,
"VIA THERAPEUTICS, LLC",,1R41AI195081-01,,Austin,TX,787501504,,nih_reporter,,Zachary N Warnken,,,,,,
"NAVEGA THERAPEUTICS, INC.",,1R43AR086088-01A1,,San Diego,CA,921211126,,nih_reporter,,Yanmei  Qi,,,,,,
"AEROCYTEK, INC.",,1R43CA298530-01,,San Diego,CA,921272139,,nih_reporter,,Yu-Tsueng  Liu,,,,,,
"BIOTEX, INC.",,1R44CA302219-01,,Houston,TX,770451507,,nih_reporter,,Ashok  Gowda,,,,,,
"INTRA THERAPEUTICS, LLC",,1R41CA306678-01,,Cary,NC,275197713,,nih_reporter,,David  Zaharoff,,,,,,
SAFEGUARD SURGICAL LLC,,1R43CA306785-01,,Tampa,FL,336062908,,nih_reporter,,Scott  Kelley,,,,,,
POPCOM HEALTH INC,,1R41MD020611-01A1,,Medford,MA,021554402,,nih_reporter,,May May  Leung,,,,,,
RUSH RIVER RESEARCH CORPORATION,,5R44MD018239-03,,Ellsworth,WI,540115807,,nih_reporter,,Julie  Lundstrom,,,,,,
AMAHEALTH LLC,,1R41HD117576-01A1,,Tucson,AZ,857498113,,nih_reporter,,Chinmai  Basavaraj,,,,,,
"WATERSHED MEDICAL, INC",,1R43DK143818-01,,Bellevue,WA,980043432,,nih_reporter,,Christopher  Kinsella,,,,,,
MAE HEALTH INC,,1R43MD020238-01A1,,Brooklyn,NY,112382209,,nih_reporter,,Courtney  Webster,,,,,,
"MICROVASCULAR TISSUES, INC.",,1R43DK142592-01A1,,Jamaica Plain,MA,021302711,,nih_reporter,,Douglas  Arm,,,,,,
MATERIALS NOVA LIMITED LIABILITY COMPANY,,1R41ES038039-01,,Austin,TX,787596260,,nih_reporter,,Donglei Emma Fan,,,,,,
PERFUSIO CORP.,,1R43GM156148-01A1,,Greenville,NC,27858,,nih_reporter,,Cheng  Chen,,,,,,
HEALTH TEQUITY LLC,,1R43MD021142-01,,Berkeley,CA,94705,,nih_reporter,,Katherine K Kim,,,,,,
"ISA ASSOCIATES, INC.",,1R43MD021147-01,,Arlington,VA,222031668,,nih_reporter,,Douglas W Billings,,,,,,
INTEGRATED MEDICAL SENSORS,,1R43DK143120-01,,Irvine,CA,926181916,,nih_reporter,,Muhammad  Mujeeb-U-Rahman,,,,,,
NEURALTHREAD INC,,1R44MH142259-01,,San Francisco,CA,941033807,,nih_reporter,,Joseph  Novello,,,,,,
"SYNTAXISBIO, INC.",,1R41HG014741-01,,Farmers Branch,TX,752349000,,nih_reporter,,Alexander  Pertsemlidis,,,,,,
COOLTECH LLC,,1R44NS143568-01,,Baltimore,MD,212304558,,nih_reporter,,Steven Edward Schaefer,,,,,,
SYNTIS BIO INC,,1R44HD118842-01A1,,Boston,MA,02125,,nih_reporter,,Vasu V Sethuraman,,,,,,
MICROPURE GENOMICS INC,,1R43HG014743-01,,Middletown,DE,197096402,,nih_reporter,,Ryan  Montes,,,,,,
"MALAMA HEALTH, INC.",,1R44MD021154-01,,Stanford,CA,943057166,,nih_reporter,,Mika  Eddy,,,,,,
"MALAMA HEALTH, INC.",,4R44MD021154-02,,Stanford,CA,943057166,,nih_reporter,,Mika  Eddy,,,,,,
NEURALTHREAD INC,,5R44MH142259-02,,San Francisco,CA,941033807,,nih_reporter,,Joseph  Novello,,,,,,
"ABSCO THERAPEUTICS, INC. D/B/A ABSCOTX",,1R43CA306686-01,,Brookline,MA,024457753,,nih_reporter,,David H Altreuter,,,,,,
EMBIOSYS INC.,,1R44CA310518-01,,North Andover,MA,018453333,,nih_reporter,,Christopher  Barron,,,,,,
"RAIZ DIAGNOSTICS, INC.",,1R44CA310364-01,,Boston,MA,021111652,,nih_reporter,,Edward  Briercheck,,,,,,
PONS INCORPORATED,,1R43MD020006-01A1,,Jersey City,NJ,073101756,,nih_reporter,,Ilker  Hacihaliloglu,,,,,,
SOJOURN MEDTECH LLC,,1R43MD021044-01,,Pendleton,SC,296702006,,nih_reporter,,Abhijit V Kshirsagar,,,,,,
"SPIROMATICS, INC.",,1R41LM015295-01A1,,Camden,DE,199341249,,nih_reporter,,Shiv Kumar Bhatt,,,,,,
"ADVANCED BRAIN MONITORING, INC.",,1R43AG094486-01,,Carlsbad,CA,920087240,,nih_reporter,,Jennifer  Graves,,,,,,
UNCO THERAPEUTICS LLC,,1R41GM165099-01A1,,Middletown,DE,197096402,,nih_reporter,,Alex Rojas Bie Thomsen,,,,,,
HOMECARE HUB US INC,,5R44AG097298-02,,Willow Springs,IL,604801113,,nih_reporter,,Vipan  Nikore,,,,,,
EPITUNE LLC,,1R42GM159493-01,,San Diego,CA,921212217,,nih_reporter,,Alexey V Terskikh,,,,,,
"MUCOMMUNE, LLC",,1R44CA310402-01,,Morrisville,NC,275600177,,nih_reporter,,Ming  Yang,,,,,,
"VAXIION THERAPEUTICS, INC.",,1R43CA298595-01,,San Diego,CA,921211310,,nih_reporter,,Matthew  Giacalone,,,,,,
"WNT SCIENTIFIC, LLC",,1R43AR085490-01,,Rochester,NY,146204148,,nih_reporter,,Mo  Chen,,,,,,
"NOVORON BIOSCIENCE, INC.",,1R44AG097355-01,,San Diego,CA,921221937,,nih_reporter,,Robert T Fremeau,,,,,,
"NOVORON BIOSCIENCE, INC.",,5R44AG097355-02,,San Diego,CA,921221937,,nih_reporter,,Robert T Fremeau,,,,,,
"NEUROGT, INC.",,1R44NS143501-01,,Chapel Hill,NC,27517,,nih_reporter,,Douglas M Mccarty,,,,,,
VESICLE THERAPEUTICS INC.,,1R41CA287794-01A1,,Niwot,CO,805037667,,nih_reporter,,Xuedong  Liu,,,,,,
"EXHALIX, LLC",,1R43TR005284-01A1,,Albuquerque,NM,871105200,,nih_reporter,,Reza  Shekarriz,,,,,,
HOMECARE HUB US INC,,1R44AG097298-01,,Willow Springs,IL,604801113,,nih_reporter,,Vipan  Nikore,,,,,,
"NEUROVASCULAR DIAGNOSTICS, INC.",,1R43NS145909-01,,Buffalo,NY,142218504,,nih_reporter,,Kerry  Poppenberg,,,,,,
ZYWIE LLC,,1R43AG097283-01,,Reno,NV,895214393,,nih_reporter,,Robert  Johnston,,,,,,
"TOIVOA, INC",,1R43NR021082-01A1,,Sarasota,FL,342365076,,nih_reporter,,Laura  Randa,,,,,,
"ADVANCED BRAIN MONITORING, INC.",,5R43AG094486-02,,Carlsbad,CA,920087240,,nih_reporter,,Jennifer  Graves,,,,,,
"TERP LIFE, LLC",,1R44AA031925-01,,Tampa,FL,33614,,nih_reporter,,Danielle  Gulick,,,,,,
"HTIC, INC.",,1R41DK142247-01,,Charlottesville,VA,229034400,,nih_reporter,,Tao  Tan,,,,,,
"BIOSETTIA, INC.",,1R43DK139922-01A1,,San Diego,CA,921214746,,nih_reporter,,Yang D. Dai,,,,,,
VIVIFI MEDICAL LLC,,1R43DK139847-01A1,,Houston,TX,77021,,nih_reporter,,Tushar  Sharma,,,,,,
"ASTER LABS, INC.",,1R43AG092851-01,,Shoreview,MN,551263034,,nih_reporter,,Suneel Ismail Sheikh,,,,,,
"PULSE BIOSCIENCES, INC.",,1R43CA301971-01,,Hayward,CA,945453720,,nih_reporter,,Richard Lee Nuccitelli,,,,,,
"EXHALIX, LLC",,1R43DK143762-01,,Albuquerque,NM,871105200,,nih_reporter,,Reza  Shekarriz,,,,,,
"3P BIOTECHNOLOGIES, INC.",,1R41AG090217-01A1,,Prospect,KY,400598574,,nih_reporter,,Ramesh C Gupta,,,,,,
"BERENDO SCIENTIFIC, LLC",,1R44HL176356-01A1,,Los Angeles,CA,900043809,,nih_reporter,,Lorig Sima Kalaydjian,,,,,,
"MUCOMMUNE, LLC",,1R44HD118898-01,,Morrisville,NC,275600177,,nih_reporter,,Keiichiro  Kushiro,,,,,,
MAGURO SURGICAL INC,,1R43DK143847-01,,Redwood City,CA,940614234,,nih_reporter,,Kunj  Sheth,,,,,,
"HALOMINE, INC.",,1R43DK143787-01A1,,Ithaca,NY,148501277,,nih_reporter,,Marc D. Hein,,,,,,
YONA CARE LLC,,1R43HD120244-01,,San Francisco,CA,941097352,,nih_reporter,,Christy M Boraas,,,,,,
"JANUSQ, LLC",,1R43NS145846-01,,Rocky River,OH,441162055,,nih_reporter,,Andrew Loring Schilb,,,,,,
"L2 DIAGNOSTICS, LLC",,1R41AI195230-01,,New Haven,CT,065300175,,nih_reporter,,Yu-Min  Chuang,,,,,,
"ANGIOTENSIN THERAPEUTICS, INC.",,1R43DK143839-01A1,,Evanston,IL,602021237,,nih_reporter,,Cory  Gutterman,,,,,,
AMPA INC.,,1R44MH136880-01A1,,San Diego,CA,921013546,,nih_reporter,,Jonathan Alexander Stewart Downar,,,,,,
"ATSENA THERAPEUTICS, INC.",,1R44EY037156-01,,Durham,NC,27709,,nih_reporter,,Kevin P Mouillesseaux,,,,,,
"INTELON OPTICS, INC.",,1R44EY036772-01A1,,Woburn,MA,01801,,nih_reporter,,Claire Shelley Barnes,,,,,,
ZEEST BIO INC,,1R41CA298176-01A1,,Watertown,MA,024723414,,nih_reporter,,Khashayar  Vakili,,,,,,
"KURE. AI, INC.",,1R44CA302091-01,,Shaker Heights,OH,441223645,,nih_reporter,,David  Wald,,,,,,
EMPRIME THERAPEUTICS INC,,1R41HL180243-01,,Rochester,NY,146420001,,nih_reporter,,Martin  Graham,,,,,,
"NEUROFIELDZ, INC.",,1R43EY036767-01A1,,Newton,MA,024593605,,nih_reporter,,Craig  Versek,,,,,,
"KEPHERA DIAGNOSTICS, LLC",,1R44HL180181-01,,Framingham,MA,017026767,,nih_reporter,,Andrew E. Levin,,,,,,
BRIGHTOUTCOME INC.,,1R43AG094503-01,,Buffalo Grove,IL,600891944,,nih_reporter,,Niina M. Haas,,,,,,
YASO THERAPEUTICS INC,,1R44HD118927-01,,Fate,TX,750879295,,nih_reporter,,Catherine  Chappell,,,,,,
ALLEVIATE SOLUTIONS INC,,1R41AR086685-01,,Neptune Beach,FL,322664940,,nih_reporter,,Charles J Bruce,,,,,,
MINNESOTA HEALTHSOLUTIONS CORPORATION,,1R43DK139812-01A1,,Saint Paul,MN,551053031,,nih_reporter,,Nick  Rydberg,,,,,,
"IMMUNOWORK, LLC",,1R43DK143794-01A1,,Monrovia,CA,910166353,,nih_reporter,,Quansheng  Zhu,,,,,,
"NUSIRT SCIENCES, INC.",,1R44HL182451-01,,Harpers Ferry,WV,25425,,nih_reporter,,Gilbert Alexander Fleming,,,,,,
"ONCA BIO, INC.",,1R43TR005911-01,,Richmond,VA,232212823,,nih_reporter,,Tyler Scott Stukenbroeker,,,,,,
"MUCOMMUNE, LLC",,1R43DK143890-01A1,,Morrisville,NC,275600177,,nih_reporter,,Keiichiro  Kushiro,,,,,,
NIMBLE SURGICAL INCORPORATED,,1R43HL182585-01,,Seattle,WA,981055835,,nih_reporter,,Aman  Garg,,,,,,
"CYPRESS BIOPHARMA, INC.",,1R41DK146563-01,,Cary,NC,275132129,,nih_reporter,,Patrick  Reichenberger,,,,,,
XGENOMES CORP.,,1R43GM157889-01A1,,Cambridge,MA,021394018,,nih_reporter,,Kalim Ullah Mir,,,,,,
"ALLANDER BIOTECHNOLOGIES, INC.",,1R44CA310522-01,,Aurora,CO,800457336,,nih_reporter,,Xiao-Jing  Wang,,,,,,
"PS-FERTILITY, INC.",,1R44HD116616-01A1,,Charlottesville,VA,229034146,,nih_reporter,,Jeffrey J Lysiak,,,,,,
REMASTERED SLEEP LLC,,1R43HL176426-01A1,,Burnsville,MN,55337,,nih_reporter,,Anders  Olmanson,,,,,,
"BIOSTRATEGIES, LC",,1R44NS141514-01A1,,State University,AR,724672428,,nih_reporter,,Walter  Acosta,,,,,,
APTUS BIOSCIENCES LLC,,1R43GM159507-01,,Alachua,FL,326156837,,nih_reporter,,Bharat  Gawande,,,,,,
"SEAL ROCK THERAPEUTICS, INC.",,1R41DK143902-01,,Seattle,WA,981095680,,nih_reporter,,Neil  Mcdonnell,,,,,,
"KINEA BIO, INC.",,1R44AR084978-01A1,,Mukilteo,WA,982755471,,nih_reporter,,Martin K Childers,,,,,,
"AUST DEVELOPMENT, LLC",,1R43HL176348-01A1,,Mountain View,CA,940411531,,nih_reporter,,Christian S Eversull,,,,,,
SNJ PHARMA INC.,,1R43HL182336-01,,Torrance,CA,90502,,nih_reporter,,Hyeon  Kim,,,,,,
IMMUNYX PHARMA USA INC.,,1R44DK145292-01,,New York,NY,100241239,,nih_reporter,,Christina  Eng,,,,,,
LABORECOM THERAPEUTICS INC.,,1R43HL182534-01,,Chicago,IL,606164688,,nih_reporter,,Lucas  Shores,,,,,,
"RESPAIR, INC.",,1R43HL182517-01,,Pittsburgh,PA,152064010,,nih_reporter,,Ross  Beresford,,,,,,
DUB THERAPEUTICS INC.,,1R44EY038138-01,,Syracuse,NY,132101521,,nih_reporter,,Tere M. Williams,,,,,,
"OBJECTIVE BIOTECHNOLOGY, INC.",,1R41OD039877-01,,Minneapolis,MN,554552009,,nih_reporter,,Suhasa B Kodandaramaiah,,,,,,
"SCARAB GENOMICS, LLC",,1R44GM161364-01,,Madison,WI,537132410,,nih_reporter,,David A Frisch,,,,,,
"PHUSIS THERAPEUTICS, INC.",,1R44CA306740-01,,La Jolla,CA,920376712,,nih_reporter,,Garth  Powis,,,,,,
REDWOOD NEURO INC.,,1R43AG097403-01,,Irvine,CA,926065137,,nih_reporter,,Murat  Baday,,,,,,
RUSH RIVER RESEARCH CORPORATION,,1R43CA310238-01,,Ellsworth,WI,540115807,,nih_reporter,,Julie  Lundstrom,,,,,,
"SIGNABLOK, INC.",,1R43HL174220-01A1,,Worcester,MA,016041000,,nih_reporter,,Alexander B Sigalov,,,,,,
BURST DIAGNOSTICS LLC,,1R43HD116666-01A1,,Fort Collins,CO,80524,,nih_reporter,,Matthew J Russo,,,,,,
"ENHANCE DIAGNOSTICS, INC.",,1R43HD117677-01A1,,Fayetteville,AR,727036948,,nih_reporter,,Matthew Thomas Leming,,,,,,
"RHEUMAGEN, INC.",,1R41AR086039-01,,Denver,CO,802307152,,nih_reporter,,Brian M Freed,,,,,,
"VESTECK, INC",,1R44HL178318-01A1,,Malvern,PA,19355,,nih_reporter,,Kent  Stalker,,,,,,
"RYBODYN, INC.",,1R43GM163236-01,,San Diego,CA,921225926,,nih_reporter,,Corey Michael Dambacher,,,,,,
ENVISBIO LLC,,1R43AA032753-01,,Pearland,TX,775848495,,nih_reporter,,Yonatan  Lipsitz,,,,,,
MEGANANO DIAGNOSTICS INC.,,1R41AG097320-01,,Tampa,FL,336129221,,nih_reporter,,Ram  Bishnoi,,,,,,
OASIS PHARMACEUTICALS,,1R41HL182486-01,,Lexington,MA,024201226,,nih_reporter,,Lidija  Covic,,,,,,
"CHARLES RIVER ANALYTICS, INC.",,1R43HD113486-01A1,,Cambridge,MA,021384555,,nih_reporter,,Phillip  Desrochers,,,,,,
"BIOCHIP LABS, INC.",,1R42HL182546-01,,Cleveland,OH,44103,,nih_reporter,,Chiara  Federici,,,,,,
"ANGIOTENSIN THERAPEUTICS, INC.",,1R41DK142544-01A1,,Evanston,IL,602021237,,nih_reporter,,Daniel  Batlle,,,,,,
"REAL RECOVERY VR, INC.",,1R41AA032946-01,,East Greenwich,RI,028181067,,nih_reporter,,Tejas  Shroff,,,,,,
"GIGAMUNE, INC.",,1R44CA310160-01,,San Francisco,CA,941073007,,nih_reporter,,David Scott Johnson,,,,,,
CEIBA BIO INC.,,1R42AG097334-01,,San Diego,CA,921306846,,nih_reporter,,Zhaoqing  Ding,,,,,,
LUXBIOME INC,,1R41ES038048-01,,Cary,NC,275132974,,nih_reporter,,Kun  Lu,,,,,,
"VIVID BIOINNOVATIONS, PBC",,1R44AG091101-01A1,,San Francisco,CA,94107,,nih_reporter,,Robin  Prince,,,,,,
"ILLUMINANT SURGICAL, INC.",,1R44CA310355-01,,Palo Alto,CA,943012305,,nih_reporter,,James  Hu,,,,,,
REVERSAL THERAPEUTICS INC,,1R41GM159487-01,,National Harbor,MD,207451153,,nih_reporter,,Joseph F Cotten,,,,,,
"MIRESOURCE, INC.",,1R44MH140651-01A1,,Foster City,CA,94404,,nih_reporter,,Gabriela  Asturias,,,,,,
VIRTUALLYBETTER HEALTH LLC,,1R42MH142197-01,,Charlottesville,VA,229034681,,nih_reporter,,Joseph  Mcguire,,,,,,
"MEDIACOMBO, INC.",,1R43GM157765-01,,Brooklyn,NY,112302266,,nih_reporter,,Gauri  Agarwal,,,,,,
"MIRESOURCE, INC.",,4R44MH140651-02,,Foster City,CA,94404,,nih_reporter,,Gabriela  Asturias,,,,,,
"RIBOSCIENCE, LLC",,1R41CA302163-01,,Palo Alto,CA,943063119,,nih_reporter,,Won Jin  Ho,,,,,,
VORTEX THERAPEUTICS INC,,1R44CA302283-01A1,,Lombard,IL,601483903,,nih_reporter,,Ben  Vollrath,,,,,,
"MUCOMMUNE, LLC",,1R43CA310433-01,,Morrisville,NC,275600177,,nih_reporter,,Keiichiro  Kushiro,,,,,,
"ZYLO THERAPEUTICS, INC.",,1R41AI188793-01A1,,Greenville,SC,29615,,nih_reporter,,Waleed M Abuzeid,,,,,,
"ELDEC PHARMACEUTICALS, INC.",,1R42DK145320-01,,Durham,NC,27517,,nih_reporter,,Robert  Schotzinger,,,,,,
"EPIGEN BIOSCIENCES, INC.",,1R41GM165098-01A1,,San Diego,CA,921213938,,nih_reporter,,Daniel S Mcgehee,,,,,,
MINNESOTA HEALTHSOLUTIONS CORPORATION,,1R43DK145258-01,,Saint Paul,MN,551053031,,nih_reporter,,Patrick J Boldenow,,,,,,
"PERLARA, PBC",,1R44GM161192-01,,Alameda,CA,94501,,nih_reporter,,Ethan O Perlstein,,,,,,
IMAGEN BIOWORKS INC.,,1R41GM156536-01A1,,Houston,TX,770251533,,nih_reporter,,Jihwan  Lee,,,,,,
PERSISTA BIO INC,,1R43DK143903-01,,Ithaca,NY,148501141,,nih_reporter,,Beum Jun  Kim,,,,,,
"MUCOMMUNE, LLC",,1R44CA306674-01,,Morrisville,NC,275600177,,nih_reporter,,Ming  Yang,,,,,,
UNITED BIOTHERAPEUTICS LLC,,1R41DK142538-01,,Tenafly,NJ,076701047,,nih_reporter,,Yongxing James Liu,,,,,,
"CORDANCE MEDICAL, INC.",,1R44CA298351-01A1,,Mountain View,CA,940432330,,nih_reporter,,Bhaskar  Ramamurthy,,,,,,
"VIA THERAPEUTICS, LLC",,1R41AI195038-01,,Austin,TX,787501504,,nih_reporter,,Zhengrong  Cui,,,,,,
"NANOS, INC.",,1R41GM164306-01A1,,Loma Linda,CA,923542803,,nih_reporter,,Taiming  Liu,,,,,,
"ORLANCE, INC.",,1R41AI195068-01,,Seattle,WA,981027402,,nih_reporter,,Kenneth C Bagley,,,,,,
"KEYWISE, INC.",,1R42AG094389-01,,San Diego,CA,92116,,nih_reporter,,Olusola A. Ajilore,,,,,,
ADEPTRIX CORPORATION,,1R43AG094422-01,,Boston,MA,021223027,,nih_reporter,,Vladislav  Bergo,,,,,,
"VAST THERAPEUTICS, INC.",,1R44AI186617-01A1,,Morrisville,NC,27560,,nih_reporter,,Nathan Allan Stasko,,,,,,
"FUNCTION THERAPEUTICS, INC.",,1R43NS143450-01,,Milwaukee,WI,532022437,,nih_reporter,,Christopher  Dockendorff,,,,,,
"AROMHA, INC.",,1R41AG091992-01A1,,Potomac,MD,208544272,,nih_reporter,,Mark W Albers,,,,,,
