lab_name,category_focus,city,state,street_address,contact_name,contact_email,phone_number,website_url,source_registry
ALPHA BETA THERAPEUTICS,Biologics,-,,,,,,https://alphabetatx.com/,BioPharmGuy
EARENDIL LABS,Biologics,-,,,,,,https://www.earendil.bio/,BioPharmGuy
ENLILA,Biologics,-,,,,,,https://enlila.com/,BioPharmGuy
ENTERALIA BIOSCIENCE,Biologics,-,,,,,,https://enteralia-bioscience.com/,BioPharmGuy
GLYCOMANTRA,Biologics,-,,,,,,https://www.glycomantra.com/,BioPharmGuy
HBM ALPHA THERAPEUTICS,Biologics,-,,,,,,https://www.hbmalphatx.com/,BioPharmGuy
MANAOLANA ONCOLOGY,Biologics,-,,,,,,https://www.manaolanaoncology.com/,BioPharmGuy
ONCOSTING,Biologics,-,,,,,,https://www.oncosting.com/,BioPharmGuy
PHIALOGICS,Biologics,-,,,,,,https://www.phialogics.net/,BioPharmGuy
VASARYA THERAPEUTICS,Biologics,-,,,,,,https://www.vasarya.com/,BioPharmGuy
NOVABRIDGE BIOSCIENCES,Biologics,- Virtual,,,,,,https://www.novabridge.com/,BioPharmGuy
ONCOLYTICS BIOTECH,Biologics,Ab - Calgary,,,,,,https://oncolyticsbiotech.com/,BioPharmGuy
QUEST PHARMATECH,Biologics,Ab - Edmonton,,,,,,http://www.questpharmatech.com,BioPharmGuy
NUTECH SPINE,Biologics,Al - Birmingham,,,,,,https://nutechspine.com/,BioPharmGuy
AVATAR MEDTECH,Biologics,Argentina - Buenos Aires,,,,,,https://www.avatarmedtech.co/,BioPharmGuy
BIOMARIN PHARMACEUTICAL,Biologics,Argentina - Buenos Aires,,,,,,https://www.biomarin.com/,BioPharmGuy
INMUNOVA,Biologics,Argentina - Buenos Aires,,,,,,https://inmunova.com/en/,BioPharmGuy
VAXINE,Biologics,Australia - Bedford Park,,,,,,https://www.vaxine.net,BioPharmGuy
VIVAZOME,Biologics,Australia - Belmont,,,,,,https://vivazome.com/,BioPharmGuy
IMMURON,Biologics,Australia - Blackburn North,,,,,,https://www.immuron.com.au,BioPharmGuy
MYRIO THERAPEUTICS,Biologics,Australia - Blackburn North,,,,,,https://www.myriotx.com/,BioPharmGuy
TELIX PHARMACEUTICALS,Biologics,Australia - Brisbane,,,,,,https://telixpharma.com/,BioPharmGuy
IMUNEXUS THERAPEUTICS,Biologics,Australia - Bundoora,,,,,,https://imunexus.com/,BioPharmGuy
ADALTA,Biologics,Australia - Camberwell,,,,,,https://adalta.com.au/,BioPharmGuy
SDIP INNOVATIONS,Biologics,Australia - Hornsby,,,,,,https://www.sdipinnovations.com/,BioPharmGuy
TEVA,Biologics,Australia - Macquarie Park,,,,,,https://www.tevapharm.com/,BioPharmGuy
DENTERIC,Biologics,Australia - Malbourne,,,,,,https://www.denteric.com/,BioPharmGuy
ABBVIE,Biologics,Australia - Mascot,,,,,,https://www.abbvie.com/,BioPharmGuy
ARAVAX,Biologics,Australia - Melbourne,,,,,,https://www.aravax.com.au/,BioPharmGuy
MESOBLAST,Biologics,Australia - Melbourne,,,,,,https://www.mesoblast.com/,BioPharmGuy
TELIX PHARMACEUTICALS,Biologics,Australia - North Melbourne,,,,,,https://telixpharma.com/,BioPharmGuy
CAMBIUM BIO,Biologics,Australia - Paddington,,,,,,https://www.cambium.bio/,BioPharmGuy
OPTHEA,Biologics,Australia - South Yarratoria,,,,,,https://www.opthea.com/,BioPharmGuy
IMUGENE,Biologics,Australia - Sydney,,,,,,https://imugene.com/,BioPharmGuy
TELIX PHARMACEUTICALS,Biologics,Australia - Sydney,,,,,,https://telixpharma.com/,BioPharmGuy
KIRA BIOTECH,Biologics,Australia - Toowong,,,,,,https://kirabiotech.com/,BioPharmGuy
ANTAGONIS BIOTHERAPEUTICS,Biologics,Austria - Graz,,,,,,https://antagonis.com/,BioPharmGuy
CYCURIA THERAPEUTICS,Biologics,Austria - Graz,,,,,,https://cycuria.com/,BioPharmGuy
ANGIOS BIOTECH,Biologics,Austria - Innsbruck,,,,,,https://www.angios-bio.com/,BioPharmGuy
ARTHRO KINETICS,Biologics,Austria - Krems An Der Donau,,,,,,https://www.arthro-kinetics.com/,BioPharmGuy
ALGOSS BIOTECHNOLOGIES,Biologics,Austria - Vienna,,,,,,https://www.algoss.at/,BioPharmGuy
ANYXIS,Biologics,Austria - Vienna,,,,,,https://www.anyxis-io.com/,BioPharmGuy
ANYXIS IMMUNO-ONCOLOGY,Biologics,Austria - Vienna,,,,,,https://www.anyxis-io.com/,BioPharmGuy
AOP ORPHAN DISEASES,Biologics,Austria - Vienna,,,,,,https://www.aop-health.com/global_en,BioPharmGuy
APOSCIENCE,Biologics,Austria - Vienna,,,,,,https://www.aposcience.at/,BioPharmGuy
AUSTRIANNI,Biologics,Austria - Vienna,,,,,,https://www.austrianni.com/,BioPharmGuy
HD IMMUNE,Biologics,Austria - Vienna,,,,,,https://www.hdimmune.com/,BioPharmGuy
INVIOS,Biologics,Austria - Vienna,,,,,,https://www.invios.com/,BioPharmGuy
OCTAPHARMA,Biologics,Austria - Vienna,,,,,,https://www.octapharma.com/,BioPharmGuy
VALNEVA,Biologics,Austria - Vienna,,,,,,https://valneva.com/,BioPharmGuy
AMNIO TECHNOLOGY,Biologics,Az - Phoenix,,,,,,https://amniotechnology.com/,BioPharmGuy
BREAKTHRU MEDICINE,Biologics,Az - Phoenix,,,,,,https://www.breakthrumed.com/,BioPharmGuy
PINNACLE TRANSPLANT,Biologics,Az - Phoenix,,,,,,https://pinnacletransplant.com/,BioPharmGuy
APPLIED BIOLOGICS,Biologics,Az - Scottsdale,,,,,,https://www.appliedbiologics.com/,BioPharmGuy
JOCASTA NEUROSCIENCE,Biologics,Az - Scottsdale,,,,,,https://www.jocastaneuro.com/,BioPharmGuy
SURGENEX,Biologics,Az - Scottsdale,,,,,,https://www.surgenex.com/,BioPharmGuy
IMETABOLIC BIOPHARMA,Biologics,Az - Tempe,,,,,,https://imbiopharma.com/,BioPharmGuy
AQUALUNG THERAPEUTICS,Biologics,Az - Tucson,,,,,,https://www.aqualungtherapeutics.com/,BioPharmGuy
ASPIRO THERAPEUTICS,Biologics,Az - Tucson,,,,,,https://aspirotx.com/,BioPharmGuy
RAESEDO,Biologics,Az - Tucson,,,,,,https://raesedoinc.com/,BioPharmGuy
AMGEN,Biologics,Bc - Burnaby,,,,,,https://www.amgen.com/,BioPharmGuy
IPROGEN BIOTECH,Biologics,Bc - Burnaby,,,,,,https://iprogen.com/,BioPharmGuy
QU BIOLOGICS,Biologics,Bc - Burnaby,,,,,,https://qubiologics.com/,BioPharmGuy
TELIX PHARMACEUTICALS,Biologics,Bc - Burnaby,,,,,,https://telixpharma.com/,BioPharmGuy
BIOPEP SOLUTIONS,Biologics,Bc - Richmond,,,,,,https://www.biopeps.com/,BioPharmGuy
3C THERAPEUTICS,Biologics,Bc - Vancouver,,,,,,https://www.3ctherapeutics.com/,BioPharmGuy
ABCELLERA,Biologics,Bc - Vancouver,,,,,,https://www.abcellera.com/,BioPharmGuy
ABDERA THERAPEUTICS,Biologics,Bc - Vancouver,,,,,,https://abderatx.com/,BioPharmGuy
DCX BIOTHERAPEUTICS,Biologics,Bc - Vancouver,,,,,,https://dcxbio.com/,BioPharmGuy
ME THERAPEUTICS,Biologics,Bc - Vancouver,,,,,,https://metherapeutics.com/,BioPharmGuy
MEDICENNA THERAPEUTICS,Biologics,Bc - Vancouver,,,,,,https://www.medicenna.com/,BioPharmGuy
REVERB THERAPEUTICS,Biologics,Bc - Vancouver,,,,,,https://www.reverbtx.com/en/,BioPharmGuy
ZYMEWORKS,Biologics,Bc - Vancouver,,,,,,https://www.zymeworks.com/,BioPharmGuy
BRIACELL THERAPEUTICS,Biologics,Bc - West Vancouver,,,,,,https://briacell.com/,BioPharmGuy
AGOMAB THERAPEUTICS,Biologics,Belgium - Antwerpen,,,,,,https://agomab.com/,BioPharmGuy
PRECIRIX,Biologics,Belgium - Brussels,,,,,,https://precirix.com/,BioPharmGuy
PROTHYA BIOSOLUTIONS,Biologics,Belgium - Brussels,,,,,,https://prothya.com/,BioPharmGuy
UCB PHARMA,Biologics,Belgium - Brussels,,,,,,https://www.ucb.com/,BioPharmGuy
SANOFI,Biologics,Belgium - Geel,,,,,,https://www.sanofi.com/en,BioPharmGuy
CONFO THERAPEUTICS,Biologics,Belgium - Ghent,,,,,,https://www.confotherapeutics.com/,BioPharmGuy
EXEVIR,Biologics,Belgium - Ghent,,,,,,https://exevir.com/,BioPharmGuy
ORIONIS BIOSCIENCES,Biologics,Belgium - Ghent,,,,,,https://orionisbio.com/,BioPharmGuy
ABOLEIIS PHARMA,Biologics,Belgium - Gosselies,,,,,,https://aboleris-pharma.com/,BioPharmGuy
BIOXODES,Biologics,Belgium - Gosselies,,,,,,https://bioxodes.com/,BioPharmGuy
NEUVASQ,Biologics,Belgium - Gosselies,,,,,,https://neuvasq.com/,BioPharmGuy
TELIX PHARMACEUTICALS,Biologics,Belgium - Herstal,,,,,,https://telixpharma.com/,BioPharmGuy
MONTIS BIOSCIENCES,Biologics,Belgium - Leuven,,,,,,https://www.montisbio.com/,BioPharmGuy
UCB PHARMA,Biologics,Belgium - Leuven,,,,,,https://www.ucb.com/,BioPharmGuy
AMYL THERAPEUTICS,Biologics,Belgium - Liège,,,,,,https://www.amyltx.com/,BioPharmGuy
BIO-SOURCING,Biologics,Belgium - Liege,,,,,,https://www.bio-sourcing.com/,BioPharmGuy
TEMPLE ORTHOBIOLOGICS,Biologics,Belgium - Liège,,,,,,https://www.templeorthobio.com/,BioPharmGuy
ATB THERAPEUTICS,Biologics,Belgium - Marche-En-Famenne,,,,,,https://atbtherapeutics.com/,BioPharmGuy
BAYER,Biologics,Belgium - Mechelen,,,,,,https://www.bayer.com/en/,BioPharmGuy
LAKEFRONT BIOTHERAPEUTICS,Biologics,Belgium - Mechelen,,,,,,https://lakefrontbio.com/,BioPharmGuy
NOVADIP BIOSCIENCES,Biologics,Belgium - Mont-Saint-Guibert,,,,,,https://novadip.com/,BioPharmGuy
INTELIPHAGE,Biologics,Belgium - Ottignies-Louvain-La-Neuve,,,,,,https://www.inteliphage.com/,BioPharmGuy
GSK,Biologics,Belgium - Rixensart,,,,,,https://www.gsk.com/en-gb/,BioPharmGuy
EUROGENTEC,Biologics,Belgium - Seraing,,,,,,https://www.eurogentec.com/en/,BioPharmGuy
GSK,Biologics,Belgium - Wavre,,,,,,https://www.gsk.com/en-gb/,BioPharmGuy
ARGENX,Biologics,Belgium - Zwijnaarde,,,,,,https://argenx.com/,BioPharmGuy
COMPLIX,Biologics,Belgium - Zwijnaarde,,,,,,https://www.complix.com/,BioPharmGuy
CHIESI,Biologics,Brazil - Santana De Parnaíba,,,,,,https://www.chiesi.com/en/,BioPharmGuy
BIOMARIN PHARMACEUTICAL,Biologics,Brazil - São Paulo,,,,,,https://www.biomarin.com/,BioPharmGuy
BIONOVIS BRASIL,Biologics,Brazil - Valinhos,,,,,,https://bionovis.com.br/,BioPharmGuy
AOP ORPHAN DISEASES,Biologics,Bulgaria - Sofia,,,,,,https://www.aop-health.com/global_en,BioPharmGuy
A2 BIOTHERAPEUTICS,Biologics,Ca - Agoura Hills,,,,,,https://www.a2bio.com/,BioPharmGuy
INFINIMMUNE,Biologics,Ca - Alameda,,,,,,https://www.infinimmune.com/,BioPharmGuy
SANTA ANA BIO,Biologics,Ca - Alameda,,,,,,https://www.santaana.bio/,BioPharmGuy
NEUMEDICINES,Biologics,Ca - Arcadia,,,,,,https://www.neumedicines.com/,BioPharmGuy
STEMCYTE,Biologics,Ca - Baldwin Park,,,,,,https://stemcyte.com/,BioPharmGuy
SOLVE THERAPEUTICS,Biologics,Ca - Belmont,,,,,,https://solvetx.com/,BioPharmGuy
COAGULANT THERAPEUTICS,Biologics,Ca - Berkeley,,,,,,https://www.coagulanttherapeutics.com/,BioPharmGuy
CONCEPTION,Biologics,Ca - Berkeley,,,,,,https://www.conception.bio/,BioPharmGuy
CURA THERAPEUTICS,Biologics,Ca - Berkeley,,,,,,https://www.curatherapeutics.com/,BioPharmGuy
DEXTERA BIOSCIENCES,Biologics,Ca - Berkeley,,,,,,https://dexterabio.com/,BioPharmGuy
PRELLIS BIOLOGICS,Biologics,Ca - Berkeley,,,,,,https://prellisbio.com/,BioPharmGuy
RESVITA BIO,Biologics,Ca - Berkeley,,,,,,https://resvitabio.com/,BioPharmGuy
VALITOR,Biologics,Ca - Berkeley,,,,,,https://www.valitorbio.com/,BioPharmGuy
ANNEXON BIOSCIENCES,Biologics,Ca - Brisbane,,,,,,https://annexonbio.com/,BioPharmGuy
BRISTOL MYERS SQUIBB,Biologics,Ca - Brisbane,,,,,,https://www.bms.com/,BioPharmGuy
DELPOR,Biologics,Ca - Brisbane,,,,,,https://delpor.com/,BioPharmGuy
PROTHENA,Biologics,Ca - Brisbane,,,,,,https://www.prothena.com/,BioPharmGuy
ULTRAGENYX PHARMACEUTICAL,Biologics,Ca - Brisbane,,,,,,https://www.ultragenyx.com/,BioPharmGuy
VERA THERAPEUTICS,Biologics,Ca - Brisbane,,,,,,https://veratx.com/,BioPharmGuy
APEXIMMUNE,Biologics,Ca - Burlingame,,,,,,https://www.apeximmune.com/,BioPharmGuy
ASHIBIO,Biologics,Ca - Burlingame,,,,,,https://ashibio.com/,BioPharmGuy
HINGE BIO,Biologics,Ca - Burlingame,,,,,,https://hingebio.com/,BioPharmGuy
TALLAC THERAPEUTICS,Biologics,Ca - Burlingame,,,,,,https://www.tallactherapeutics.com/,BioPharmGuy
TARAN THERAPEUTICS,Biologics,Ca - Burlingame,,,,,,https://www.tarantherapeutics.com/,BioPharmGuy
REMD BIOTHERAPEUTICS,Biologics,Ca - Camarillo,,,,,,http://www.remdbio.com/,BioPharmGuy
LINEAGE CELL THERAPEUTICS,Biologics,Ca - Carlsbad,,,,,,https://lineagecell.com/,BioPharmGuy
TORL BIOTHERAPEUTICS,Biologics,Ca - Culver City,,,,,,https://torlbio.com/,BioPharmGuy
KITE PHARMA,Biologics,Ca - El Segundo,,,,,,https://www.kitepharma.com/,BioPharmGuy
ABALONE BIO,Biologics,Ca - Emeryville,,,,,,https://www.abalonebio.com/,BioPharmGuy
EUREKA THERAPEUTICS,Biologics,Ca - Emeryville,,,,,,https://www.eurekatherapeutics.com/,BioPharmGuy
METAGENOMI,Biologics,Ca - Emeryville,,,,,,https://metagenomi.co/,BioPharmGuy
TRUEBINDING,Biologics,Ca - Foster City,,,,,,https://www.truebinding.com/,BioPharmGuy
BOEHRINGER INGELHEIM,Biologics,Ca - Fremont,,,,,,https://www.boehringer-ingelheim.com/,BioPharmGuy
NOVO NORDISK,Biologics,Ca - Fremont,,,,,,https://www.novonordisk.com/,BioPharmGuy
VALION BIO,Biologics,Ca - Fremont,,,,,,https://valionbio.com/,BioPharmGuy
SIGMAGRAFT,Biologics,Ca - Fullerton,,,,,,https://sigmagraft.com/,BioPharmGuy
92BIO,Biologics,Ca - Hayward,,,,,,https://92biotech.com/,BioPharmGuy
AARVIK THERAPEUTICS,Biologics,Ca - Hayward,,,,,,https://aarviktx.com/,BioPharmGuy
ARCUS BIOSCIENCES,Biologics,Ca - Hayward,,,,,,https://arcusbio.com/,BioPharmGuy
BINACEA PHARMA,Biologics,Ca - Hayward,,,,,,https://binaceapharma.com/,BioPharmGuy
EPOK THERAPEUTICS,Biologics,Ca - Hayward,,,,,,https://epoktherapeutics.com/,BioPharmGuy
RONDO THERAPEUTICS,Biologics,Ca - Hayward,,,,,,https://www.rondotx.com/,BioPharmGuy
MOSAIC IMMUNOENGINEERING,Biologics,Ca - Huntington Beach,,,,,,https://www.mosaicie.com/,BioPharmGuy
PROTEOGENEX,Biologics,Ca - Inglewood,,,,,,https://www.proteogenex.com/,BioPharmGuy
ABBVIE,Biologics,Ca - Irvine,,,,,,https://www.abbvie.com/,BioPharmGuy
AMBERSTONE BIOSCIENCES,Biologics,Ca - Irvine,,,,,,https://amberstonebio.com/web/,BioPharmGuy
CG ONCOLOGY,Biologics,Ca - Irvine,,,,,,https://cgoncology.com/,BioPharmGuy
IMMUNIS,Biologics,Ca - Irvine,,,,,,https://immunisbiomedical.com/home/,BioPharmGuy
INNOVATIVE NEUROTECHNOLOGIES,Biologics,Ca - Irvine,,,,,,https://innovneurotech.com/,BioPharmGuy
PEPROMENE BIO,Biologics,Ca - Irvine,,,,,,https://pepromenebio.com/,BioPharmGuy
PUR BIOLOGICS,Biologics,Ca - Irvine,,,,,,https://purbiologics.com/,BioPharmGuy
RUBICON BIOTECHNOLOGY,Biologics,Ca - Irvine,,,,,,https://rubiconbio.com/,BioPharmGuy
ARIALYS THERAPEUTICS,Biologics,Ca - La Jolla,,,,,,https://www.arialysrx.com/,BioPharmGuy
ENLAZA THERAPEUTICS,Biologics,Ca - La Jolla,,,,,,https://enlazatx.com/,BioPharmGuy
EQUILLIUM,Biologics,Ca - La Jolla,,,,,,https://www.equilliumbio.com/home/default.aspx,BioPharmGuy
FORTIS THERAPEUTICS,Biologics,Ca - La Jolla,,,,,,https://fortistx.com/,BioPharmGuy
INHIBRX BIOSCIENCES,Biologics,Ca - La Jolla,,,,,,https://inhibrx.com/,BioPharmGuy
KYOWA HAKKO KIRIN,Biologics,Ca - La Jolla,,,,,,https://www.kyowakirin.com/index.html,BioPharmGuy
PFIZER,Biologics,Ca - La Jolla,,,,,,https://www.pfizer.com/,BioPharmGuy
VALORA THERAPEUTICS,Biologics,Ca - La Jolla,,,,,,https://www.valoratherapeutics.com/,BioPharmGuy
TAVO BIOTHERAPEUTICS,Biologics,Ca - Laguna Beach,,,,,,https://tavobio.com/,BioPharmGuy
AULOS BIOSCIENCE,Biologics,Ca - Larkspur,,,,,,https://aulosbio.com/,BioPharmGuy
ABCENTRA,Biologics,Ca - Los Angeles,,,,,,https://abcentra.com/,BioPharmGuy
AKSO BIOPHARMACEUTICAL,Biologics,Ca - Los Angeles,,,,,,https://www.aksobio.com/,BioPharmGuy
ARMATA PHARMACEUTICALS,Biologics,Ca - Los Angeles,,,,,,https://www.armatapharma.com/,BioPharmGuy
ATENGEN,Biologics,Ca - Los Angeles,,,,,,https://atengen.com/,BioPharmGuy
GRIFOLS,Biologics,Ca - Los Angeles,,,,,,https://www.grifols.com/en/home,BioPharmGuy
KAIROS PHARMA,Biologics,Ca - Los Angeles,,,,,,https://kairospharma.com/,BioPharmGuy
ARIDIS PHARMACEUTICALS,Biologics,Ca - Los Gatos,,,,,,https://www.aridispharma.com/,BioPharmGuy
NUVIG THERAPEUTICS,Biologics,Ca - Menlo Park,,,,,,https://nuvigtx.com/,BioPharmGuy
SYNTHEKINE,Biologics,Ca - Menlo Park,,,,,,https://www.synthekine.com/,BioPharmGuy
TOPALLIANCE BIOSCIENCES,Biologics,Ca - Menlo Park,,,,,,https://www.topalliancebio.com/,BioPharmGuy
NYSNOBIO,Biologics,Ca - Mill Valley,,,,,,https://www.nysnobio.com/,BioPharmGuy
IMMUNOVA THERAPEUTICS,Biologics,Ca - Monrovia,,,,,,https://www.immunovatherapeutics.com/,BioPharmGuy
VYBION,Biologics,Ca - Monterey,,,,,,https://www.vybion.com/,BioPharmGuy
ABTHERX,Biologics,Ca - Mountain View,,,,,,https://www.abtherx.com/,BioPharmGuy
BIOECLIPSE THERAPEUTICS,Biologics,Ca - Mountain View,,,,,,https://www.bioeclipse.com/,BioPharmGuy
OSEL,Biologics,Ca - Mountain View,,,,,,https://oselinc.com/,BioPharmGuy
WIELD THERAPEUTICS,Biologics,Ca - Mountain View,,,,,,https://www.wieldtx.com/,BioPharmGuy
NORTHSTRIVE BIOSCIENCES,Biologics,Ca - Newport Beach,,,,,,https://www.northstrivebio.com/,BioPharmGuy
VENTRIS MEDICAL,Biologics,Ca - Newport Beach,,,,,,https://www.ventrismedical.com/,BioPharmGuy
ZYMAGENX,Biologics,Ca - Newport Beach,,,,,,https://zymagenx.com/,BioPharmGuy
AMLOGENYX,Biologics,Ca - Novato,,,,,,https://www.amlogenyx.com/,BioPharmGuy
BIOMARIN PHARMACEUTICAL,Biologics,Ca - Novato,,,,,,https://www.biomarin.com/,BioPharmGuy
ULTRAGENYX PHARMACEUTICAL,Biologics,Ca - Novato,,,,,,https://www.ultragenyx.com/,BioPharmGuy
OBLENIO BIO,Biologics,Ca - Oakland,,,,,,https://www.obleniobio.com/,BioPharmGuy
SACCHARO,Biologics,Ca - Oakland,,,,,,https://www.saccharo.com/,BioPharmGuy
GENENTECH,Biologics,Ca - Oceanside,,,,,,https://www.gene.com/,BioPharmGuy
KITE PHARMA,Biologics,Ca - Oceanside,,,,,,https://www.kitepharma.com/,BioPharmGuy
ANCORA BIO,Biologics,Ca - Palo Alto,,,,,,https://ancorabiotech.com/,BioPharmGuy
ASCENDIS PHARMA,Biologics,Ca - Palo Alto,,,,,,https://ascendispharma.com/,BioPharmGuy
BITTERROOT BIO,Biologics,Ca - Palo Alto,,,,,,https://brbio.com/,BioPharmGuy
EXCELLERGY,Biologics,Ca - Palo Alto,,,,,,https://excellergy.com/,BioPharmGuy
IMMUNE-ONC THERAPEUTICS,Biologics,Ca - Palo Alto,,,,,,https://www.immune-onc.com/,BioPharmGuy
KODIAK SCIENCES,Biologics,Ca - Palo Alto,,,,,,https://kodiak.com/,BioPharmGuy
NEOK BIO,Biologics,Ca - Palo Alto,,,,,,https://www.neokbio.com/,BioPharmGuy
RIDGE BIO,Biologics,Ca - Palo Alto,,,,,,https://ridgebio.com/,BioPharmGuy
ACURASTEM,Biologics,Ca - Pasadena,,,,,,https://acurastem.com/,BioPharmGuy
BCN BIOSCIENCES,Biologics,Ca - Pasadena,,,,,,http://www.bcnbio.com/,BioPharmGuy
PROTOMER TECHNOLOGIES,Biologics,Ca - Pasadena,,,,,,https://www.protomer.com/,BioPharmGuy
XENCOR,Biologics,Ca - Pasadena,,,,,,https://xencor.com/,BioPharmGuy
AMMAX BIO,Biologics,Ca - Redwood City,,,,,,https://www.ammaxbio.com,BioPharmGuy
BOLT BIOTHERAPEUTICS,Biologics,Ca - Redwood City,,,,,,https://www.boltbio.com/,BioPharmGuy
COHERUS ONCOLOGY,Biologics,Ca - Redwood City,,,,,,https://www.coherus.com/,BioPharmGuy
JASPER THERAPEUTICS,Biologics,Ca - Redwood City,,,,,,https://jaspertx.com/,BioPharmGuy
JUVENA THERAPEUTICS,Biologics,Ca - Redwood City,,,,,,https://www.juvenatherapeutics.com/,BioPharmGuy
MULTITUDE THERAPEUTICS,Biologics,Ca - Redwood City,,,,,,https://www.multitudetherapeutics.info/,BioPharmGuy
REZOLUTE,Biologics,Ca - Redwood City,,,,,,https://rezolutebio.com/,BioPharmGuy
TRELLIS BIOSCIENCE,Biologics,Ca - Redwood City,,,,,,https://www.trellisbio.com/,BioPharmGuy
SANGAMO THERAPEUTICS,Biologics,Ca - Richmond,,,,,,https://www.sangamo.com/,BioPharmGuy
LABYRX IMMUNO-ONCOLOGY,Biologics,Ca - Sacramento,,,,,,https://labyrx.com/,BioPharmGuy
TELIX PHARMACEUTICALS,Biologics,Ca - Sacramento,,,,,,https://telixpharma.com/,BioPharmGuy
THERINI BIO,Biologics,Ca - Sacramento,,,,,,https://www.therinibio.com/,BioPharmGuy
AEQUITA BIOWORKS,Biologics,Ca - San Carlos,,,,,,https://www.aequitabioworks.com,BioPharmGuy
ALKAHEST,Biologics,Ca - San Carlos,,,,,,https://www.alkahest.com/,BioPharmGuy
ANWITA BIOSCIENCES,Biologics,Ca - San Carlos,,,,,,https://www.anwitabio.com/,BioPharmGuy
ARDA THERAPEUTICS,Biologics,Ca - San Carlos,,,,,,https://www.ardatx.com/,BioPharmGuy
ATTOVIA THERAPEUTICS,Biologics,Ca - San Carlos,,,,,,https://www.attovia.com/,BioPharmGuy
BEONE MEDICINES,Biologics,Ca - San Carlos,,,,,,https://beonemedicines.us/,BioPharmGuy
DREN BIO,Biologics,Ca - San Carlos,,,,,,https://www.drenbio.com/,BioPharmGuy
GIGAGEN,Biologics,Ca - San Carlos,,,,,,https://www.gigagen.com/,BioPharmGuy
IOVANCE BIOTHERAPEUTICS,Biologics,Ca - San Carlos,,,,,,https://www.iovance.com/,BioPharmGuy
PARAMUNE,Biologics,Ca - San Carlos,,,,,,https://www.paramune.com/,BioPharmGuy
PROTUOSO BIOSCIENCES,Biologics,Ca - San Carlos,,,,,,https://www.protuoso.bio/,BioPharmGuy
PTM THERAPEUTICS,Biologics,Ca - San Carlos,,,,,,https://www.ptmthera.com/,BioPharmGuy
TRIO PHARMACEUTICALS,Biologics,Ca - San Carlos,,,,,,https://www.triopharmaceuticals.com/,BioPharmGuy
ABILITA THERAPEUTICS,Biologics,Ca - San Diego,,,,,,https://abilitatx.com/,BioPharmGuy
ADCENTRX THERAPEUTICS,Biologics,Ca - San Diego,,,,,,https://www.adcentrx.com/,BioPharmGuy
ANAPTYSBIO,Biologics,Ca - San Diego,,,,,,https://www.anaptysbio.com/,BioPharmGuy
ANTHARIS THERAPEUTICS,Biologics,Ca - San Diego,,,,,,https://www.antharistherapeutics.com/,BioPharmGuy
ARTIS BIOSOLUTIONS,Biologics,Ca - San Diego,,,,,,https://artisbiosolutions.com/,BioPharmGuy
ATYR PHARMA,Biologics,Ca - San Diego,,,,,,https://atyrpharma.com/,BioPharmGuy
BIOATLA,Biologics,Ca - San Diego,,,,,,https://www.bioatla.com/,BioPharmGuy
BIONTECH,Biologics,Ca - San Diego,,,,,,https://www.biontech.com/int/en/home.html,BioPharmGuy
BIORA THERAPEUTICS,Biologics,Ca - San Diego,,,,,,https://www.bioratherapeutics.com/,BioPharmGuy
BRISTOL MYERS SQUIBB,Biologics,Ca - San Diego,,,,,,https://www.bms.com/,BioPharmGuy
CALIDI BIOTHERAPEUTICS,Biologics,Ca - San Diego,,,,,,https://www.calidibio.com/,BioPharmGuy
CANDID THERAPEUTICS,Biologics,Ca - San Diego,,,,,,https://www.candidrx.com/,BioPharmGuy
CAPRICOR THERAPEUTICS,Biologics,Ca - San Diego,,,,,,https://www.capricor.com/,BioPharmGuy
CELESTIAL THERAPEUTICS,Biologics,Ca - San Diego,,,,,,https://www.celestialtherapeutics.com/,BioPharmGuy
CESSATION THERAPEUTICS,Biologics,Ca - San Diego,,,,,,https://cessationtherapeutics.com/,BioPharmGuy
ELI LILLY,Biologics,Ca - San Diego,,,,,,https://www.lilly.com/,BioPharmGuy
FATE THERAPEUTICS,Biologics,Ca - San Diego,,,,,,https://www.fatetherapeutics.com/,BioPharmGuy
FIRST TRACKS BIOTHERAPEUTICS,Biologics,Ca - San Diego,,,,,,https://www.firsttracksbio.com/,BioPharmGuy
IBIO,Biologics,Ca - San Diego,,,,,,https://ibioinc.com/,BioPharmGuy
IMAGENEBIO,Biologics,Ca - San Diego,,,,,,https://imagenebio.com/,BioPharmGuy
INOVIO PHARMACEUTICALS,Biologics,Ca - San Diego,,,,,,https://inovio.com/,BioPharmGuy
JANUX THERAPEUTICS,Biologics,Ca - San Diego,,,,,,https://www.januxrx.com/,BioPharmGuy
JOHNSON AND JOHNSON INNOVATIVE MEDICINE,Biologics,Ca - San Diego,,,,,,https://www.jnj.com/innovativemedicine,BioPharmGuy
LASSEN THERAPEUTICS,Biologics,Ca - San Diego,,,,,,https://lassentherapeutics.com/,BioPharmGuy
MBRACE THERAPEUTICS,Biologics,Ca - San Diego,,,,,,https://mbracetrx.com/,BioPharmGuy
NASCENT BIOTECH,Biologics,Ca - San Diego,,,,,,https://www.nascentbiotech.com/,BioPharmGuy
NIELSEN BIOSCIENCES,Biologics,Ca - San Diego,,,,,,https://nielsenbio.com/,BioPharmGuy
NOVORON BIOSCIENCE,Biologics,Ca - San Diego,,,,,,https://novoron.com/,BioPharmGuy
